Name,Team,Pos,GP,G,A,P,PlusMinus,PIM,PPg,PPa,PPp,SHg,SHa,SHp,GWG,GT,FG,EN,SOG,Sh,HT,GA,TA,FO,SB,2,5,Mi,Ma,GM,FI,FW,ATOI,APPT,APKT,+,-,FS,AvR,
Urho Vaakanainen,Providence,RD,28,7,12,19,10,0,1,0,1,0,0,0,1,1,0,0,47,14.9,14,10,13,0,23,0,0,0,0,0,0,0,15:07,0:13,0:06,31,21,3,7.43,
Frédérik Gauthier,Toronto,C,49,6,13,19,-2,2,0,0,0,0,0,0,1,0,1,0,87,6.9,73,9,12,0.50,16,1,0,0,0,0,0,0,11:51,0:07,0:00,31,33,1,6.88,
Pierre-Olivier Joseph,Pittsburgh,LD,66,5,14,19,-5,24,0,0,0,0,0,0,0,0,0,0,82,6.1,51,25,8,0,54,12,0,0,0,0,0,0,16:29,0:07,0:03,64,69,0,6.97,
Max Gildon,Florida,LD,82,2,17,19,-26,21,0,0,0,0,0,0,0,0,0,0,60,3.3,24,19,37,0,76,8,1,0,0,0,1,1,15:03,0:01,0:12,72,98,0,6.56,
Brayden McNabb,Vegas,LD,81,2,17,19,-18,46,0,1,1,1,0,1,0,0,0,0,69,2.9,69,39,134,0.00,185,23,0,0,0,0,0,0,21:49,0:18,2:04,79,97,0,6.54,
Olli Määttä,Philadelphia,LD,64,0,19,19,-16,22,0,1,1,0,0,0,0,0,0,0,87,0.0,85,18,34,0,85,11,0,0,0,0,0,0,17:30,0:23,0:43,58,74,0,7.14,
Andy Miele,Arizona,C,39,9,9,18,-13,6,0,0,0,0,0,0,2,0,2,0,47,19.1,1,12,2,0.51,35,3,0,0,0,0,0,0,13:06,0:00,0:28,22,35,0,6.69,
Justin Dowling,Dallas,C,45,8,10,18,-17,2,0,0,0,0,0,0,1,0,1,0,65,12.3,5,3,16,0.53,28,1,0,0,0,0,0,0,13:10,0:00,0:00,27,44,1,6.33,
Peter Cehlárik,Boston,LW/RW,70,6,12,18,-27,16,1,3,4,0,0,0,1,0,2,0,121,5.0,49,23,7,0.00,43,8,0,0,0,0,0,0,13:02,0:15,0:00,25,52,0,6.74,
Michael Amadio,Ontario,C,39,5,13,18,-14,32,0,0,0,0,0,0,1,0,1,0,59,8.5,4,7,19,0.35,18,16,0,0,0,0,0,0,13:18,0:00,0:00,24,38,1,6.08,
Chad Ruhwedel,Pittsburgh,RD,73,2,16,18,-2,30,0,0,0,0,0,0,1,0,0,0,72,2.8,84,24,42,0,77,15,0,0,0,0,0,0,17:08,0:05,0:00,75,77,1,6.84,
Travis Sanheim,Toronto,LD/RD,39,1,17,18,7,12,0,1,1,0,1,1,0,0,0,0,84,1.2,35,10,38,0,73,6,0,0,0,0,0,0,19:20,0:13,1:29,53,46,0,7.44,
Blake Comeau,Dallas,RW/LW,37,9,8,17,-14,14,0,0,0,0,0,0,0,0,1,0,66,13.6,34,6,7,0,15,7,0,0,0,0,0,0,13:31,0:00,0:00,23,37,0,6.73,
Ryan McLeod,Bridgeport,C,36,8,9,17,-13,4,2,0,2,0,0,0,1,0,0,0,62,12.9,8,6,7,0.46,17,2,0,0,0,0,0,0,15:30,1:32,0:01,23,36,0,6.14,
Aleksi Saarela,NY Islanders,C/LW,53,8,9,17,-13,25,0,0,0,0,0,0,1,1,1,0,65,12.3,29,6,10,0.51,33,10,1,0,0,0,0,0,12:55,0:00,0:00,26,39,0,6.40,
Jake McCabe,New Jersey,LD,63,2,15,17,-16,16,0,1,1,0,0,0,1,0,0,0,45,4.4,40,34,107,0,131,8,0,0,0,0,0,0,19:32,0:15,1:22,59,75,0,6.65,
Andrej Sekera,Montreal,LD,38,1,16,17,-25,2,0,3,3,0,0,0,0,0,0,0,29,3.4,11,20,59,0,48,1,0,0,0,0,0,0,20:09,1:09,0:38,42,67,0,6.63,
Jay O'Brien,Vegas,C,44,9,7,16,-22,14,0,0,0,0,0,0,3,0,4,0,70,12.9,2,9,12,0.43,30,7,0,0,0,0,0,0,14:21,0:28,0:03,22,44,0,5.93,
Steven Kampfer,Providence,RD,54,7,9,16,-16,6,0,0,0,0,0,0,0,0,0,0,46,15.2,34,23,17,0,25,3,0,0,0,0,0,0,14:04,0:00,0:10,27,43,0,6.59,
Philippe Myers,Philadelphia,RD,79,4,12,16,1,14,0,0,0,0,1,1,0,0,0,0,91,4.4,110,26,47,0,102,7,0,0,0,0,0,0,17:08,0:13,0:59,84,83,0,6.96,
Kyle Wood,Carolina,RD,46,3,13,16,-13,18,2,5,7,0,0,0,1,0,1,0,61,4.9,25,15,37,0,68,9,0,0,0,0,0,0,19:27,1:31,0:48,45,58,0,6.85,
Haydn Fleury,Carolina,LD,48,1,15,16,-6,16,0,0,0,0,0,0,0,0,0,0,41,2.4,29,19,98,0,53,8,0,0,0,0,0,0,18:44,0:00,0:52,53,59,0,6.73,
Ben Harpur,Toronto,RD,45,1,15,16,-1,26,0,0,0,0,1,1,0,0,0,0,34,2.9,84,15,44,0,51,13,0,0,0,0,0,0,15:06,0:00,1:04,41,42,0,7.11,
Travis Dermott,Toronto,RD,62,1,15,16,-6,28,0,0,0,0,2,2,0,0,0,0,53,1.9,70,8,18,0,56,9,0,1,0,0,0,0,15:11,0:01,0:17,51,57,0,7.10,
Andy Welinski,Philadelphia,RD,42,0,16,16,-5,6,0,0,0,0,0,0,0,0,0,0,47,0.0,60,17,32,0,42,3,0,0,0,0,0,0,16:57,0:07,0:27,54,59,0,7.24,
Tanner Kero,Dallas,C/LW,37,9,6,15,-21,4,1,0,1,0,0,0,0,0,2,0,63,14.3,25,6,4,0.50,3,2,0,0,0,0,0,0,12:56,0:25,0:02,19,40,0,6.49,
Nic Petan,Tampa Bay,C/LW/RW,30,9,6,15,-4,7,0,0,0,0,0,0,3,0,1,0,49,18.4,14,2,1,0.62,5,1,1,0,0,0,0,0,11:45,0:00,0:00,20,24,0,6.90,
Christian Fischer,Arizona,RW/C,46,9,6,15,-9,16,1,0,1,0,0,0,1,0,0,0,113,8.0,17,13,14,0.31,13,3,0,1,0,0,0,0,12:57,0:09,0:05,23,32,0,6.78,
Tyler Kelleher,St. Louis,RW/C,31,6,9,15,-15,14,0,0,0,0,0,0,0,0,0,0,29,20.7,1,5,8,0.01,30,7,0,0,0,0,0,0,13:03,0:00,0:00,26,41,0,6.00,
Linus Ölund,Wilkes-Barre/Scranton,C,18,5,10,15,5,4,0,0,0,0,0,0,0,0,1,0,16,31.3,17,3,2,0.50,30,2,0,0,0,0,0,0,16:13,0:00,0:00,20,15,0,6.94,
Rocco Grimaldi,Edmonton,RW/C,50,4,11,15,-24,2,0,0,0,0,0,0,1,0,1,0,74,5.4,6,11,17,0.17,32,1,0,0,0,0,0,0,11:36,0:01,0:00,15,39,0,6.80,
Matt Donovan,Nashville,LD/RD,54,4,11,15,-7,18,1,0,1,0,0,0,0,0,0,0,48,8.3,65,6,4,0,56,9,0,0,0,0,0,0,17:05,0:30,0:04,52,59,0,6.91,
Nikita Mikhailis,Los Angeles,LW,30,7,7,14,-13,2,0,2,2,0,0,0,0,0,3,0,77,9.1,3,3,4,0,16,1,0,0,0,0,0,0,14:55,0:59,0:00,16,29,0,6.93,
Sam Steel,Anaheim,C,20,6,8,14,1,4,2,2,4,0,0,0,1,0,0,0,38,15.8,4,4,8,0.48,22,2,0,0,0,0,0,0,16:59,1:36,1:22,14,13,1,6.60,
Milan Lucic,Calgary,LW,70,6,8,14,-40,154,0,0,0,0,0,0,0,0,0,0,51,11.8,84,15,9,0,24,27,6,5,0,2,6,3,10:49,0:00,0:00,23,63,0,6.61,
Ethan Prow,Florida,RD/LD,82,3,11,14,-31,16,0,0,0,0,0,0,0,0,0,0,81,3.7,21,28,13,0,78,8,0,0,0,0,0,0,16:15,0:17,0:23,73,104,0,6.65,
Juuso Välimäki,Calgary,LD/RD,68,2,12,14,-14,25,0,1,1,0,0,0,0,0,0,0,66,3.0,85,21,22,0,74,10,1,0,0,0,0,0,14:41,0:17,0:29,47,61,0,6.88,
Sebastian Aho,NY Islanders,LD/RD,82,2,12,14,-28,26,0,0,0,0,0,0,0,0,0,0,75,2.7,19,20,19,0,95,13,0,0,0,0,0,0,13:38,0:06,0:02,57,85,0,6.94,
John Quenneville,New Jersey,C/LW/RW,31,8,5,13,-1,12,0,0,0,0,0,0,0,0,1,0,36,22.2,6,2,18,0.49,32,6,0,0,0,0,0,0,13:11,0:03,0:00,20,21,0,6.45,
Sean Kuraly,Providence,C/LW,26,7,6,13,-1,10,0,0,0,0,0,0,2,0,1,0,46,15.2,12,2,9,0.50,14,5,0,0,0,0,0,0,15:27,0:36,0:53,20,21,1,6.38,
Tim Heed,NY Islanders,RD,34,5,8,13,-8,4,0,0,0,0,0,0,2,0,0,0,48,10.4,8,5,2,0,20,2,0,0,0,0,0,0,12:59,0:00,0:00,15,23,0,7.21,
Lucas Wallmark,Philadelphia,C,27,3,10,13,-11,0,0,0,0,0,0,0,1,0,0,0,25,12.0,17,1,4,0.46,14,0,0,0,0,0,0,0,12:20,0:00,0:00,16,27,0,6.22,
Mikhail Sidorov,Vegas,LD/RD,60,3,10,13,-3,24,0,0,0,0,0,0,0,0,0,0,32,9.4,9,16,4,0,76,7,0,1,0,0,0,0,17:41,0:03,0:05,58,61,0,6.45,
Trevor Carrick,San Jose,RD/LD,37,2,11,13,-8,26,0,0,0,0,0,0,1,0,0,0,45,4.4,4,5,32,0,44,13,0,0,0,0,0,0,16:37,0:00,1:12,38,46,0,6.76,
Robert Hägg,Anaheim,LD,40,0,13,13,-1,6,0,0,0,0,0,0,0,0,0,0,37,0.0,17,18,95,0,52,3,0,0,0,0,0,0,18:28,0:00,0:22,44,45,0,6.70,
Alex Petrovic,Ottawa,RD/LD,82,0,13,13,-62,60,0,0,0,0,0,0,0,0,0,0,61,0.0,33,45,103,0,138,25,0,1,0,0,0,0,18:55,0:02,1:23,67,129,0,6.13,
Colton Sceviour,Florida,RW/LW/C,20,4,8,12,-13,0,0,0,0,0,0,0,1,0,0,0,27,14.8,10,4,29,0,14,0,0,0,0,0,0,0,18:30,0:00,1:12,18,31,0,6.60,
Trent Frederic,Boston,C,24,4,8,12,-22,2,0,3,3,0,0,0,0,0,1,0,53,7.5,9,4,15,0.41,18,1,0,0,0,0,0,0,16:05,1:07,0:53,13,35,0,5.79,
Austin Czarnik,Colorado,C/RW,22,2,10,12,-9,4,0,0,0,0,0,0,0,0,1,0,17,11.8,0,2,8,0.36,15,2,0,0,0,0,0,0,13:52,0:19,0:13,16,25,0,6.00,
Ryan Lindgren,NY Rangers,LD/RD,26,1,11,12,1,2,0,0,0,0,0,0,0,0,1,0,25,4.0,5,10,40,0,30,1,0,0,0,0,0,0,17:50,0:00,0:31,34,33,0,6.69,
Thomas Hickey,NY Islanders,LD,53,0,12,12,-8,12,0,0,0,0,0,0,0,0,0,0,39,0.0,7,15,70,0,32,6,0,0,0,0,0,0,12:53,0:00,0:00,40,48,0,6.85,
Brenden Dillon,Los Angeles,LD,54,0,12,12,-14,24,0,1,1,0,0,0,0,0,0,0,40,0.0,24,23,111,0,103,12,0,0,0,0,0,0,20:26,0:37,1:13,54,68,0,6.52,
William Carrier,Vegas,LW/RW,21,7,4,11,-7,20,1,1,2,0,0,0,0,0,1,0,43,16.3,57,11,5,0.44,6,10,0,0,0,0,0,0,15:24,0:48,0:00,11,18,0,6.90,
Jordan Weal,Laval,C/RW/LW,14,5,6,11,-1,2,0,0,0,0,0,0,0,0,0,0,20,25.0,8,1,1,0,6,1,0,0,0,0,0,0,12:31,0:00,0:00,13,14,0,7.50,
Danick Martel,New Jersey,LW/C,37,5,6,11,-23,16,0,0,0,0,0,0,0,0,2,0,42,11.9,14,9,8,0.11,19,8,0,0,0,0,0,0,12:45,0:08,0:00,12,35,0,6.41,
Kody Clark,Hershey,RW,15,4,7,11,-2,2,0,0,0,0,0,0,0,0,0,0,36,11.1,8,3,3,0,9,1,0,0,0,0,0,0,15:34,0:05,0:00,11,13,0,6.93,
Colton White,New Jersey,LD,58,2,9,11,-21,16,0,0,0,0,0,0,1,0,0,0,35,5.7,22,26,30,0,92,8,0,0,0,0,0,0,17:27,0:00,0:17,51,72,0,6.45,
Ian Cole,New Jersey,RD/LD,54,2,9,11,-18,24,1,0,1,0,0,0,0,0,0,0,41,4.9,75,29,99,0,124,12,0,0,0,0,0,0,20:19,0:05,2:28,33,51,0,6.59,
Jamie Oleksiak,Dallas,LD,82,1,10,11,-40,58,0,0,0,0,0,0,0,0,0,0,46,2.2,97,47,117,0,134,29,0,0,0,0,0,0,19:05,0:00,1:15,64,104,0,6.30,
Mario Ferraro,Grand Rapids,LD,34,0,11,11,1,8,0,0,0,0,0,0,0,0,0,0,35,0.0,8,12,36,0,34,4,0,0,0,0,0,0,15:52,0:00,1:12,39,38,0,6.85,
Taro Hirose,Grand Rapids,LW,10,5,5,10,-3,0,2,0,2,0,0,0,0,0,2,0,23,21.7,1,0,0,0,8,0,0,0,0,0,0,0,14:36,1:34,0:06,10,13,0,7.50,
Ivan Barbashev,Vancouver,C/LW,22,4,6,10,-10,0,0,0,0,0,0,0,0,0,0,0,22,18.2,6,2,4,0.49,11,0,0,0,0,0,0,0,14:29,0:00,0:24,16,26,0,6.36,
Vladimir Tkachev,St. Louis,LW,23,4,6,10,-12,0,0,0,0,0,0,0,0,0,1,0,30,13.3,2,5,0,0,7,0,0,0,0,0,0,0,12:28,0:00,0:00,14,26,1,6.78,
Blake Coleman,New Jersey,C/LW/RW,50,4,6,10,-26,32,0,0,0,0,0,0,1,0,1,0,55,7.3,41,8,15,0.44,30,16,0,0,0,0,0,0,13:01,0:02,0:00,17,43,1,6.26,
Connor McMichael,London,C/LW,24,3,7,10,-4,8,0,1,1,0,0,0,0,1,0,0,42,7.1,3,6,1,0,14,4,0,0,0,0,0,0,14:03,0:07,0:00,14,18,0,6.71,
Travis Hamonic,Calgary,RD,63,2,8,10,-17,97,0,0,0,0,1,1,0,0,1,0,31,6.5,92,46,60,0,136,26,1,3,1,0,0,0,18:14,0:03,4:19,41,58,0,6.33,
Gabriel Carlsson,Columbus,LD,49,1,9,10,-9,4,0,0,0,0,0,0,1,0,0,0,36,2.8,9,23,99,0,64,2,0,0,0,0,0,0,17:57,0:00,0:13,49,58,0,6.49,
Kevin Hayes,Los Angeles,C/LW,10,5,4,9,-6,0,1,1,2,0,0,0,0,0,3,0,24,20.8,4,1,8,0.43,14,0,0,0,0,0,0,0,18:10,1:30,1:42,8,14,0,6.60,
Mats Zuccarello,Iowa,RW,12,4,5,9,10,0,1,3,4,0,0,0,1,0,2,0,26,15.4,8,1,1,0,2,0,0,0,0,0,0,0,15:20,2:06,0:05,17,7,0,7.58,
Rhett Gardner,Texas,C/LW,37,4,5,9,-20,8,0,0,0,0,0,0,0,0,0,0,57,7.0,60,13,8,0.62,16,4,0,0,0,0,0,0,13:42,0:00,0:52,16,36,0,6.38,
Brendan Lemieux,NY Rangers,LW,34,3,6,9,-7,8,0,0,0,0,0,0,1,0,0,0,64,4.7,22,6,16,0,25,4,0,0,0,0,0,0,13:07,0:00,0:00,22,29,0,6.76,
Jakub Lauko,Providence,LW/C,11,2,7,9,1,6,0,1,1,0,0,0,1,0,1,0,23,8.7,0,0,0,0,1,3,0,0,0,0,0,0,13:37,0:09,0:00,10,9,0,7.18,
Martin Kaut,Los Angeles,RW,27,1,8,9,-6,2,0,1,1,0,0,0,0,0,0,0,30,3.3,5,7,12,0,17,1,0,0,0,0,0,0,14:03,0:35,0:00,17,23,0,6.78,
Joel Farabee,Providence,LW,15,1,8,9,-2,8,0,1,1,0,0,0,1,0,0,0,22,4.5,12,3,5,0,3,4,0,0,0,0,0,0,13:37,0:52,0:00,8,10,1,7.07,
Radim Simek,San Jose,RD/LD,25,1,8,9,8,10,0,0,0,0,0,0,0,0,0,0,18,5.6,6,10,14,0,27,5,0,0,0,0,0,0,16:28,0:27,1:16,32,24,0,7.00,
Nick Ebert,Ottawa,RD,41,1,8,9,-31,20,0,1,1,0,0,0,0,0,0,0,24,4.2,20,16,21,0,57,10,0,0,0,0,0,0,18:45,0:05,1:14,32,63,0,6.41,
Bode Wilde,Bridgeport,RD/LD,41,0,9,9,-1,6,0,0,0,0,0,0,0,0,0,0,34,0.0,12,11,13,0,43,3,0,0,0,0,0,0,14:32,0:03,1:07,35,36,0,6.83,
Connor Murphy,Los Angeles,RD/LD,38,0,9,9,-4,14,0,0,0,0,0,0,0,0,0,0,26,0.0,13,18,96,0,60,7,0,0,0,0,0,0,20:42,0:00,1:21,43,47,0,6.37,
Pierre Engvall,Toronto,LW/RW,26,5,3,8,-2,2,0,0,0,0,0,0,3,0,1,0,44,11.4,21,5,1,0,10,1,0,0,0,0,0,0,11:43,0:00,0:00,12,14,0,7.15,
Jacob Schmidt-Svejstrup,Rochester,RW/LW,18,5,3,8,-5,4,0,0,0,0,0,0,0,0,0,0,49,10.2,5,10,2,0,2,2,0,0,0,0,0,0,12:43,0:00,0:00,10,15,0,6.94,
Brett Ritchie,San Jose,RW,31,5,3,8,-16,9,0,0,0,0,0,0,1,0,1,0,42,11.9,16,3,2,0,20,2,1,0,0,0,1,1,13:06,0:00,0:19,13,29,1,6.61,
Nico Sturm,Minnesota,C,17,2,6,8,-11,4,0,0,0,0,0,0,0,0,0,0,19,10.5,15,3,10,0.50,13,2,0,0,0,0,0,0,14:51,0:26,0:00,9,20,0,6.29,
Dylan Gambrell,San Jose,C,21,2,6,8,-13,4,0,0,0,0,0,0,0,1,0,0,26,7.7,3,4,8,0.45,20,2,0,0,0,0,0,0,13:44,0:13,0:39,10,23,0,6.00,
Callan Foote,Grand Rapids,RD,32,2,6,8,-16,4,0,0,0,0,0,0,1,0,0,0,26,7.7,17,8,40,0,36,2,0,0,0,0,0,0,15:16,0:00,0:25,33,49,0,6.56,
Cale Fleury,Bakersfield,RD,37,2,6,8,-13,8,0,0,0,0,0,0,0,0,0,0,49,4.1,4,11,28,0,26,4,0,0,0,0,0,0,13:31,0:00,0:00,12,25,0,6.65,
Tomás Nosek,Vegas,LW/C,19,2,6,8,-1,14,0,0,0,0,0,0,0,0,0,0,23,8.7,30,4,5,0.12,16,7,0,0,0,0,0,0,15:06,0:00,0:00,13,14,0,5.89,
Aarne Talvitie,St. Louis,C/LW,19,1,7,8,-15,0,0,0,0,0,0,0,0,0,0,0,16,6.3,5,1,13,0.45,17,0,0,0,0,0,0,0,12:53,0:00,0:00,9,24,0,5.95,
Jonny Brodzinski,San Jose,RW/C,33,1,7,8,-16,12,0,0,0,0,0,0,0,0,0,0,35,2.9,29,8,9,0.05,26,6,0,0,0,0,0,0,13:48,0:00,1:39,16,32,0,6.55,
MacKenzie Weegar,Pittsburgh,RD,17,0,8,8,6,2,0,0,0,0,0,0,0,0,0,0,12,0.0,21,3,7,0,32,1,0,0,0,0,0,0,17:13,0:16,0:30,19,13,0,7.71,
Brendan Smith,Hartford,LD/RD,30,0,8,8,4,22,0,1,1,0,0,0,0,0,0,0,36,0.0,27,18,39,0,31,11,0,0,0,0,0,0,19:48,0:36,1:08,36,32,0,6.50,
Michael Dal Colle,Bridgeport,LW,22,5,2,7,-5,0,0,0,0,0,0,0,0,0,0,0,44,11.4,9,8,10,0.12,8,0,0,0,0,0,0,0,12:24,0:00,0:00,10,15,0,6.77,
Joel Kellman,San Jose,C,29,3,4,7,-21,10,0,0,0,0,0,0,1,0,1,0,40,7.5,4,7,4,0.68,16,5,0,0,0,0,0,0,12:06,0:00,0:00,10,31,0,6.52,
Ilya Kovalchuk,Tampa Bay,LW,22,3,4,7,-1,22,0,0,0,0,0,0,1,0,0,0,31,9.7,27,2,0,0,5,6,0,1,0,0,0,0,12:07,0:00,0:00,12,13,0,6.91,
Joseph Veleno,Grand Rapids,C,14,1,6,7,-8,6,0,0,0,0,0,0,0,0,0,0,20,5.0,6,2,17,0.52,12,3,0,0,0,0,0,0,14:04,0:00,0:00,9,17,0,6.36,
Yegor Rykov,Hartford,LD/RD,17,0,7,7,8,8,0,0,0,0,0,0,0,0,0,0,13,0.0,7,11,22,0,18,4,0,0,0,0,0,0,19:00,0:00,0:58,26,18,0,6.76,
Christian Jaros,Ottawa,RD,41,0,7,7,-39,14,0,0,0,0,0,0,0,0,0,0,21,0.0,25,21,42,0,78,7,0,0,0,0,0,0,19:00,0:00,1:10,40,79,0,6.32,
Matthew Struthers,Bakersfield,C,21,3,3,6,-9,0,0,0,0,0,0,0,0,0,1,0,20,15.0,1,6,6,0.50,13,0,0,0,0,0,0,0,11:42,0:00,0:00,8,17,0,6.14,
Nick Paul,Ottawa,LW,21,3,3,6,-14,2,0,0,0,0,0,0,0,0,0,0,32,9.4,7,6,10,0,12,1,0,0,0,0,0,0,13:11,0:00,0:24,8,22,0,6.67,
Brandon Sutter,Utica,C,24,3,3,6,-21,4,0,0,0,0,0,0,0,0,0,0,25,12.0,3,2,18,0.56,14,2,0,0,0,0,0,0,14:14,0:00,0:34,10,31,0,5.71,
Niklas Nordgren,San Diego,RW,29,2,4,6,-4,0,0,0,0,0,0,0,0,0,1,0,62,3.2,4,6,0,0,15,0,0,0,0,0,0,0,14:13,0:01,0:00,16,20,0,6.72,
Tyler Steenbergen,Tucson,C/LW/RW,9,1,5,6,2,0,0,0,0,0,0,0,0,0,0,0,8,12.5,1,1,0,0.36,4,0,0,0,0,0,0,0,11:38,0:00,0:00,8,6,0,6.56,
Philip Broberg,Edmonton,LD/RD,16,1,5,6,-3,0,0,2,2,0,0,0,0,0,0,0,35,2.9,3,10,25,0,13,0,0,0,0,0,0,0,17:24,1:25,0:45,9,12,0,7.00,
Alexander True,San Jose,C,16,1,5,6,-6,0,0,0,0,0,0,0,0,0,0,0,16,6.3,1,0,2,0,8,0,0,0,0,0,0,0,12:02,0:00,0:00,8,14,0,6.75,
Scott Harrington,Columbus,RD/LD,21,1,5,6,-2,10,0,0,0,0,0,0,0,0,0,0,20,5.0,20,9,46,0,23,5,0,0,0,0,0,0,16:48,0:03,0:28,17,19,0,7.00,
Teemu Kivihalme,Toronto,LD,14,0,6,6,-2,6,0,0,0,0,0,0,0,0,0,0,14,0.0,6,1,6,0,16,3,0,0,0,0,0,0,13:33,0:00,0:05,10,12,0,7.29,
Riley Stillman,Florida,LD,12,0,6,6,0,8,0,1,1,0,0,0,0,0,0,0,9,0.0,1,6,3,0,14,4,0,0,0,0,0,0,15:18,0:03,0:42,14,14,0,6.83,
Brandon Fortunato,Milwaukee,LD/RD,30,0,6,6,-11,8,0,0,0,0,0,0,0,0,0,0,27,0.0,6,14,12,0,40,4,0,0,0,0,0,0,17:26,0:02,0:07,27,38,0,6.37,
Joel Edmundson,Detroit,LD,15,0,6,6,-14,8,0,0,0,0,0,0,0,0,0,0,6,0.0,4,9,37,0,12,4,0,0,0,0,0,0,15:07,0:00,0:08,13,27,0,6.47,
Kris Russell,Providence,RD/LD,12,3,2,5,5,4,0,0,0,0,0,0,0,0,0,0,15,20.0,0,5,4,0,9,2,0,0,0,0,0,0,12:35,0:00,0:00,9,4,0,7.00,
Mathieu Perreault,Laval,LW/C,7,2,3,5,3,0,0,0,0,0,0,0,1,0,0,0,14,14.3,0,0,1,0,7,0,0,0,0,0,0,0,11:33,0:00,0:00,7,4,0,7.71,
Aapeli Räsänen,Bakersfield,C,34,2,3,5,-14,2,0,0,0,0,0,0,1,0,0,0,37,5.4,7,3,31,0.55,12,1,0,0,0,0,0,0,11:21,0:00,0:00,8,22,0,6.18,
Ben Chiarot,Los Angeles,LD,12,1,4,5,-2,0,1,1,2,0,0,0,0,0,0,0,13,7.7,3,3,26,0,5,0,0,0,0,0,0,0,19:20,2:00,0:00,12,14,0,6.33,
Nicolas Beaudin,Rockford,LD/RD,18,1,4,5,-1,2,0,0,0,0,0,0,0,0,1,0,20,5.0,8,4,2,0,24,1,0,0,0,0,0,0,16:31,0:00,0:05,23,24,0,6.78,
Filip Chlapík,Belleville,C,11,1,4,5,-13,2,0,0,0,0,0,0,0,0,0,0,13,7.7,4,1,1,0.61,1,1,0,0,0,0,0,0,12:53,0:00,0:00,7,20,0,6.09,
Calle Rosén,Colorado,LD,15,1,4,5,7,4,0,1,1,0,0,0,0,0,0,0,25,4.0,1,10,6,0,18,2,0,0,0,0,0,0,19:16,0:48,0:07,21,14,0,7.13,
Valeri Nichushkin,Colorado,LW/RW,12,1,4,5,-2,4,0,0,0,0,0,0,0,0,0,0,25,4.0,2,2,4,0,7,2,0,0,0,0,0,0,12:20,0:00,0:00,6,8,1,6.83,
Trevor van Riemsdyk,Tampa Bay,RD/LD,29,1,4,5,3,8,0,0,0,0,0,0,0,0,0,0,22,4.5,21,4,14,0,27,4,0,0,0,0,0,0,13:08,0:00,0:12,23,20,0,7.00,
Sean Durzi,Ontario,RD,14,0,5,5,-5,0,0,1,1,0,0,0,0,0,0,0,13,0.0,13,3,2,0,17,0,0,0,0,0,0,0,18:00,0:20,0:08,14,19,0,6.71,
Simon Bourque,Edmonton,LD,35,0,5,5,-2,2,0,0,0,0,0,0,0,0,0,0,35,0.0,8,8,11,0,33,1,0,0,0,0,0,0,17:05,1:43,0:58,23,25,0,6.71,
Ryan Poehling,Montreal,C,5,0,5,5,2,4,0,0,0,0,0,0,0,0,0,0,4,0.0,1,0,4,0.60,1,2,0,0,0,0,0,0,11:12,0:00,0:00,7,5,0,7.20,
Curtis Lazar,Adirondack,C/RW/LW,6,3,1,4,-1,0,0,0,0,0,0,0,1,0,1,0,7,42.9,1,1,4,0.46,2,0,0,0,0,0,0,0,14:02,0:00,0:00,4,5,0,6.33,
T.J. Tynan,Rochester,C,15,1,3,4,-8,0,0,0,0,0,0,0,0,0,0,0,16,6.3,0,1,4,0.39,5,0,0,0,0,0,0,0,13:43,0:00,0:00,7,15,0,6.13,
Gabriel Vilardi,Ontario,C,18,1,3,4,-15,0,0,0,0,0,0,0,0,0,0,0,25,4.0,3,0,9,0.43,17,0,0,0,0,0,0,0,13:36,0:00,0:00,3,18,0,5.89,
Kevin Connauton,San Antonio,LD,5,1,3,4,2,2,0,0,0,0,0,0,0,0,0,0,6,16.7,2,5,8,0,3,1,0,0,0,0,0,0,16:18,0:00,0:00,6,4,0,7.40,
Patrik Nemeth,Grand Rapids,RD/LD,16,1,3,4,-12,12,0,0,0,0,0,0,0,0,0,0,27,3.7,15,3,28,0,16,1,0,1,0,0,0,0,14:33,0:00,1:18,12,24,0,6.63,
Matt Roy,Ontario,RW/RD/LW,7,0,4,4,-3,6,0,0,0,0,0,0,0,0,0,0,7,0.0,22,3,1,0,11,3,0,0,0,0,0,0,16:00,0:00,3:08,4,7,0,6.86,
Daniel Brickley,Ontario,LD/RD,12,0,4,4,-12,8,0,0,0,0,0,0,0,0,0,0,5,0.0,16,3,8,0,22,4,0,0,0,0,0,0,19:30,0:35,1:05,10,22,0,6.58,
Alexander Yelesin,Stockton,RD/LD,36,0,4,4,-22,22,0,0,0,0,1,1,0,0,0,0,26,0.0,18,12,34,0,76,11,0,0,0,0,0,0,15:32,0:00,1:56,19,41,0,6.36,
Brett Kulak,Los Angeles,LD,25,0,4,4,-27,26,0,0,0,0,0,0,0,0,0,0,21,0.0,3,8,52,0,29,8,0,1,0,0,0,0,16:59,0:00,0:04,19,46,0,6.28,
Nick Suzuki,Montreal,C,3,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0,6,33.3,0,0,0,0.59,0,0,0,0,0,0,0,0,13:20,0:00,0:00,4,2,0,7.33,
Brayden Burke,Tucson,LW,7,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,8,25.0,3,3,3,0,4,0,0,0,0,0,0,0,12:03,0:00,0:00,4,3,0,7.29,
