Name,Team,Pos,GP,G,A,P,PlusMinus,PIM,PPg,PPa,PPp,SHg,SHa,SHp,GWG,GT,FG,EN,SOG,Sh,HT,GA,TA,FO,SB,2,5,Mi,Ma,GM,FI,FW,ATOI,APPT,APKT,+,-,FS,AvR,
Barclay Goodrow,San Jose,C/LW/RW,9,2,1,3,-11,0,0,0,0,0,0,0,0,0,0,0,10,20.0,5,0,10,0.35,8,0,0,0,0,0,0,0,14:40,0:00,1:06,4,15,0,6.11,
Janne Kuokkanen,Carolina,C/LW/RW,11,2,1,3,-11,4,0,0,0,0,0,0,0,0,0,0,3,66.7,13,2,1,0.32,8,2,0,0,0,0,0,0,12:08,0:00,0:00,4,15,0,5.91,
Akil Thomas,Niagara,C,12,2,1,3,-10,12,0,0,0,0,0,0,0,0,0,0,13,15.4,7,1,7,0.51,10,6,0,0,0,0,0,0,12:35,0:24,0:00,6,16,0,6.17,
Alex Turcotte,Wilkes-Barre/Scranton,C,4,1,2,3,0,0,0,0,0,0,0,0,0,0,1,0,8,12.5,1,0,2,0.60,0,0,0,0,0,0,0,0,17:30,2:08,0:00,6,6,0,6.75,
Dmitri Sokolov,Iowa,RW/LW,3,1,2,3,-5,0,0,0,0,0,0,0,1,0,0,0,2,50.0,0,0,0,0.33,2,0,0,0,0,0,0,0,14:01,0:00,0:20,3,8,0,6.67,
Drake Batherson,Belleville,C,5,1,2,3,-6,0,0,0,0,0,0,0,0,0,0,0,11,9.1,0,0,1,0.34,5,0,0,0,0,0,0,0,13:09,0:22,0:00,3,9,0,6.20,
Stéphane Da Costa,Ontario,C/RW,8,1,2,3,1,2,0,0,0,0,0,0,0,0,0,0,12,8.3,2,0,1,0.53,5,1,0,0,0,0,0,0,16:58,1:39,1:06,8,7,0,6.13,
Will Borgen,Rochester,RD/LD,8,1,2,3,1,2,0,0,0,0,0,0,0,0,0,0,7,14.3,1,0,12,0,17,1,0,0,0,0,0,0,16:14,0:00,1:28,8,7,1,7.00,
Cole Bardreau,Bridgeport,RW/C,16,1,2,3,-5,16,0,0,0,0,0,0,0,0,0,0,12,8.3,16,1,0,0,8,8,0,0,0,0,0,0,12:44,0:00,0:00,5,10,0,6.31,
Derek Grant,Buffalo,C/LW,17,1,2,3,-9,18,0,0,0,0,0,0,0,0,0,0,23,4.3,2,3,10,0.56,11,4,0,1,0,0,0,0,13:17,0:00,0:05,8,17,0,5.76,
Jordie Benn,Utica,LD/RD,6,0,3,3,-3,0,0,0,0,0,0,0,0,0,0,0,4,0.0,1,2,12,0,7,0,0,0,0,0,0,0,14:52,0:00,0:04,7,10,0,6.50,
Alexei Toropchenko,St. Louis,RW,6,0,3,3,-5,0,0,0,0,0,0,0,0,0,0,0,11,0.0,0,1,3,0,2,0,0,0,0,0,0,0,14:19,0:00,0:00,3,8,0,6.67,
Tyler Motte,Utica,RW/C/LW,24,0,3,3,-15,0,0,0,0,0,0,0,0,0,0,0,29,0.0,8,6,6,0.20,5,0,0,0,0,0,0,0,12:22,0:00,0:00,9,24,0,6.00,
German Rubtsov,Florida,C,9,0,3,3,-1,2,0,0,0,0,0,0,0,0,0,0,8,0.0,5,2,3,0.50,4,1,0,0,0,0,0,0,12:46,0:00,0:00,6,7,0,6.33,
Josh Teves,Vancouver,LD,13,0,3,3,-8,2,0,0,0,0,0,0,0,0,0,0,9,0.0,2,4,9,0,16,1,0,0,0,0,0,0,14:40,0:00,0:00,9,17,0,6.69,
Mark Barberio,Ontario,LD/RD,8,0,3,3,2,4,0,1,1,0,0,0,0,0,0,0,18,0.0,5,3,3,0,7,2,0,0,0,0,0,0,20:38,2:53,0:04,8,6,0,7.00,
Jack Studnicka,Providence,C,8,0,3,3,-3,4,0,0,0,0,0,0,0,0,0,0,8,0.0,4,0,3,0.47,4,2,0,0,0,0,0,0,13:33,0:00,0:03,5,8,0,6.25,
Samuel Morin,Lehigh Valley,LD/RD,10,0,3,3,6,12,0,0,0,0,0,0,0,0,0,0,9,0.0,15,5,11,0,10,6,0,0,0,0,0,0,14:54,0:00,0:42,11,5,0,7.20,
Boris Katchouk,Syracuse,LW/RW,3,1,1,2,-1,0,0,0,0,0,0,0,0,0,0,0,5,20.0,2,0,0,0,1,0,0,0,0,0,0,0,13:52,0:00,0:00,2,3,0,7.00,
Justin Kloos,Anaheim,RW/C,4,1,1,2,-1,0,0,0,0,0,0,0,0,0,0,0,6,16.7,0,1,0,0,3,0,0,0,0,0,0,0,13:44,0:00,0:00,2,3,0,6.75,
Evan Barratt,Rockford,C,14,1,1,2,-8,0,0,0,0,0,0,0,0,0,0,0,9,11.1,1,0,6,0.46,6,0,0,0,0,0,0,0,11:38,0:00,0:00,4,12,0,6.00,
Matt Benning,Vancouver,RD,8,1,1,2,-6,4,0,0,0,0,0,0,1,0,1,0,6,16.7,2,4,9,0,7,2,0,0,0,0,0,0,15:29,0:00,0:29,5,11,0,6.63,
Evan Polei,San Antonio,LW,12,1,1,2,-9,4,0,0,0,0,0,0,1,0,1,0,23,4.3,19,1,1,0,4,2,0,0,0,0,0,0,12:25,0:00,0:00,3,12,0,6.33,
Lean Bergmann,San Jose,LW/RW,12,1,1,2,-6,12,0,0,0,0,0,0,0,0,0,0,18,5.6,29,7,3,0,5,6,0,0,0,0,0,0,12:35,0:00,1:10,5,11,0,6.67,
Erik Johnson,Binghamton,RD,16,1,1,2,-14,28,0,0,0,0,0,0,0,0,0,0,10,10.0,28,9,16,0,37,14,0,0,0,0,0,0,19:00,0:38,1:32,6,20,0,6.44,
Daniil Vovchenko,Rochester,RW,6,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,6,0.0,0,1,0,0,0,0,0,0,0,0,0,0,11:58,0:00,0:00,5,2,0,6.83,
Josh Jacobs,Minnesota,RD,4,0,2,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0.0,3,2,1,0,4,1,0,0,0,0,0,0,14:30,0:00,0:00,3,2,0,7.00,
K'Andre Miller,Hartford,LD,7,0,2,2,1,4,0,0,0,0,0,0,0,0,0,0,3,0.0,4,0,1,0,8,2,0,0,0,0,0,0,13:07,0:01,0:00,10,9,0,6.86,
Jared McCann,Pittsburgh,LW/C,17,0,2,2,-4,4,0,0,0,0,0,0,0,0,0,0,25,0.0,17,2,4,0,5,2,0,0,0,0,0,0,9:58,0:00,0:00,6,10,0,6.76,
Petteri Lindbohm,San Antonio,LD,14,0,2,2,1,6,0,0,0,0,0,0,0,0,0,0,5,0.0,1,7,20,0,16,3,0,0,0,0,0,0,16:38,0:32,0:14,11,10,0,6.57,
Jordan Harris,Rochester,LD,16,0,2,2,-2,6,0,0,0,0,0,0,0,0,0,0,10,0.0,1,3,6,0,16,3,0,0,0,0,0,0,16:25,0:00,0:02,13,15,0,6.44,
Vanya Lodnia,Rochester,RW,3,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,10,10.0,0,0,0,0,1,0,0,0,0,0,0,0,15:38,0:00,0:00,1,2,0,7.00,
Gera Poddubnyi,Laval,C/LW,3,1,0,1,-2,0,1,0,1,0,0,0,0,0,0,0,14,7.1,1,1,0,0,1,0,0,0,0,0,0,0,16:45,4:00,0:00,3,5,0,6.67,
Melker Karlsson,San Jose,RW/C/LW,14,1,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,18,5.6,9,2,5,0.21,4,0,0,0,0,0,0,0,12:42,0:00,0:00,5,12,0,6.29,
Jaret Anderson-Dolan,Ontario,C,8,1,0,1,-9,0,0,0,0,0,0,0,0,0,1,0,8,12.5,6,1,4,0.51,10,0,0,0,0,0,0,0,14:45,0:00,1:11,4,13,0,5.88,
Cooper Marody,Bakersfield,C,9,1,0,1,-7,2,0,0,0,0,0,0,0,0,0,0,5,20.0,1,1,2,0.44,12,1,0,0,0,0,0,0,11:02,0:00,0:00,3,10,0,5.78,
Taylor Doherty,South Carolina,RD,9,1,0,1,-12,2,0,0,0,0,0,0,0,0,0,0,7,14.3,6,2,1,0,17,1,0,0,0,0,0,0,12:54,0:00,0:00,1,13,0,6.33,
John Hayden,Edmonton,RW/LW,10,1,0,1,-2,4,0,0,0,0,0,0,0,0,0,0,18,5.6,13,1,2,0,5,2,0,0,0,0,0,0,11:54,0:00,0:00,3,5,0,6.80,
Skyler McKenzie,Manitoba,LW,9,0,1,1,-2,0,0,0,0,0,0,0,0,0,0,0,13,0.0,1,1,3,0,6,0,0,0,0,0,0,0,12:46,0:00,0:00,4,6,0,6.56,
Remi Elie,Buffalo,LW,4,0,1,1,-3,0,0,0,0,0,0,0,0,0,0,0,3,0.0,2,0,0,0,3,0,0,0,0,0,0,0,11:30,0:00,0:00,1,4,0,6.75,
Bowen Byram,Ontario,LD,9,0,1,1,-10,0,0,0,0,0,0,0,0,0,0,0,9,0.0,8,2,2,0,16,0,0,0,0,0,0,0,16:52,0:00,0:06,4,14,0,6.33,
Andreas Borgman,San Antonio,LD,3,0,1,1,4,2,0,0,0,0,0,0,0,0,0,0,4,0.0,3,2,6,0,5,1,0,0,0,0,0,0,15:45,0:00,0:00,7,3,0,7.67,
Nikita Popugayev,Binghamton,RW/LW,4,0,1,1,-1,2,0,0,0,0,0,0,0,0,0,0,3,0.0,11,1,0,0,1,1,0,0,0,0,0,0,10:56,0:00,0:00,3,4,0,7.00,
Colby Sissons,Binghamton,LD,4,0,1,1,-3,2,0,0,0,0,0,0,0,0,0,0,2,0.0,3,4,1,0,7,1,0,0,0,0,0,0,14:30,0:02,0:00,2,5,0,6.00,
Xavier Ouellet,Edmonton,LD/RD,16,0,1,1,-4,4,0,0,0,0,0,0,0,0,0,0,12,0.0,1,3,9,0,4,2,0,0,0,0,0,0,12:29,0:00,0:00,5,9,0,6.44,
Keenan Suthers,Hershey,C/LW,9,0,1,1,-12,4,0,0,0,0,0,0,0,0,0,0,6,0.0,4,3,1,0,13,2,0,0,0,0,0,0,11:53,0:00,0:00,2,14,0,6.00,
Adam Pelech,NY Islanders,LD,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,---,1,0,3,0,3,0,0,0,0,0,0,0,14:35,0:00,0:00,1,0,0,7.00,
Joona Koppanen,Atlanta,LW/C,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,1,2,0,1,0,0,0,0,0,0,0,12:19,0:00,0:00,2,2,0,6.00,
Derek Ryan,Stockton,C/RW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,0,0,0,0,0,0,0,0,0,0,0,0,0:52,0:00,0:00,0,0,0,7.00,
Shane Bowers,Anaheim,C,2,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,---,0,2,4,0.80,3,0,0,0,0,0,0,0,15:00,0:00,1:36,0,1,0,6.00,
Louis-Filip Côté,Rochester,LW,2,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,7,0.0,0,0,0,0,2,0,0,0,0,0,0,0,12:23,0:00,0:00,1,2,0,7.00,
Zack MacEwen,Utica,C/RW,2,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0.47,0,0,0,0,0,0,0,0,11:30,0:00,0:00,0,1,0,5.50,
Serron Noel,Springfield,RW,8,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,4,0.0,6,2,4,0,7,0,0,0,0,0,0,0,13:04,0:00,0:00,2,3,0,6.50,
Tim Söderlund,Binghamton,LW/RW,2,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,---,0,2,0,0,1,0,0,0,0,0,0,0,11:29,0:00,0:00,0,1,0,6.50,
Nicholas Halloran,Binghamton,RW,2,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,8:30,1:15,0:00,0,1,0,6.50,
Clark Bishop,Bakersfield,C,4,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,5,0.0,2,0,1,0,1,0,0,0,0,0,0,0,6:41,0:00,0:15,0,2,0,6.75,
Joel Hanley,Colorado,LD,3,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,3,0.0,2,0,6,0,1,0,0,0,0,0,0,0,13:51,0:00,0:00,1,3,0,6.67,
Lucas Raymond,Bridgeport,RW/LW,2,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,1,0,0,0,0,0,0,0,0,0,0,16:00,0:00,0:00,0,2,0,6.50,
Brayden Low,Rockford,C/LW,2,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,1,1,0.57,0,0,0,0,0,0,0,0,13:00,0:00,0:00,0,3,0,5.50,
Dylan Sikura,Rockford,LW/RW/C,7,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0,0,3,0.13,0,0,0,0,0,0,0,0,12:03,0:00,0:00,2,5,0,5.43,
Zack Smith,Providence,C/LW,7,0,0,0,-4,0,0,0,0,0,0,0,0,0,0,0,7,0.0,0,0,6,0,4,0,0,0,0,0,0,0,13:34,0:00,0:00,1,5,0,6.14,
Yegor Korshkov,Toronto,RW,5,0,0,0,-6,0,0,0,0,0,0,0,0,0,0,0,12,0.0,4,3,0,0,0,0,0,0,0,0,0,0,11:15,0:00,0:00,0,6,0,6.40,
Joel Kiviranta,Texas,LW/RW,5,0,0,0,-7,0,0,0,0,0,0,0,0,0,0,0,7,0.0,1,1,0,0,3,0,0,0,0,0,0,0,13:12,0:55,0:00,0,7,0,6.40,
Taylor Fedun,Dallas,RD,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0.0,1,0,0,0,1,1,0,0,0,0,0,0,13:28,0:00,0:20,1,1,0,6.00,
Rinat Valiev,Calgary,RD,7,0,0,0,-7,2,0,0,0,0,0,0,0,0,0,0,4,0.0,6,1,2,0,9,1,0,0,0,0,0,0,13:58,0:23,0:14,0,7,0,6.29,
Yan Aucoin,Tulsa,LD/RD,3,0,0,0,-5,4,0,0,0,0,0,0,0,0,0,0,0,---,0,1,6,0,1,2,0,0,0,0,0,0,15:49,0:00,0:00,3,8,0,5.33,
Michael Rasmussen,Grand Rapids,C,3,0,0,0,-2,12,0,0,0,0,0,0,0,0,0,0,3,0.0,5,1,3,0,1,1,0,1,0,0,0,0,9:51,0:00,0:00,0,2,0,6.67,
