Name,Team,Pos,GP,G,A,P,+/-,PIM,PPg,PPa,PPp,SHg,SHa,SHp,GWG,GT,FG,EN,SOG,Sh ,HT,GA,TA,FO,SB,2,5,Mi,Ma,GM,FI,FW,ATOI,APPT,APKT,+,-,FS,Av R,
Tyler Seguin,Tampa Bay,C/RW,82,44,77,121,45,60,7,6,13,1,0,1,6,0,4,0,279,15.8,30,11,63,0.56,50,30,0,0,0,0,0,0,16:43,1:05,1:26,136,91,6,7.94,
Nathan MacKinnon,Colorado,C,82,46,71,117,68,10,9,12,21,0,0,0,10,0,6,0,287,16.0,33,12,62,0.54,43,5,0,0,0,0,0,0,16:46,1:52,0:40,121,53,7,8.24,
Jack Eichel,Buffalo,C,82,54,62,116,64,4,9,7,16,0,0,0,5,0,10,0,342,15.8,25,10,78,0.49,78,2,0,0,0,0,0,0,17:05,2:06,0:51,135,71,5,8.00,
Alexis Lafrenière,Vancouver,LW/C,82,46,65,111,49,0,7,19,26,0,0,0,8,1,8,0,436,10.6,34,20,62,0.15,56,0,0,0,0,0,0,0,16:48,1:48,1:02,108,59,12,8.34,
Martin Necas,Buffalo,RW/C,82,45,64,109,59,10,7,2,9,0,0,0,10,0,10,0,340,13.2,18,7,39,0,44,5,0,0,0,0,0,0,15:54,1:19,0:02,136,77,16,8.45,
Mikko Rantanen,Colorado,RW,82,43,66,109,73,0,4,8,12,0,0,0,6,0,4,0,357,12.0,54,9,102,0.10,49,0,0,0,0,0,0,0,16:50,1:52,0:57,122,49,10,8.65,
Connor McClennon,Tampa Bay,RW,81,55,53,108,45,2,4,4,8,0,1,1,6,1,5,0,367,15.0,38,18,49,0.00,50,1,0,0,0,0,0,0,16:33,1:05,1:03,132,87,10,8.09,
Teuvo Teräväinen,Chicago,C/LW,82,31,77,108,31,0,5,17,22,0,1,1,6,0,3,0,204,15.2,12,14,69,0.54,41,0,0,0,0,0,0,0,17:31,2:05,0:45,128,97,2,7.80,
Gabriel Landeskog,Colorado,LW,82,46,60,106,76,2,8,4,12,0,0,0,4,1,6,0,376,12.2,38,9,98,0,55,1,0,0,0,0,0,0,16:30,1:23,0:54,131,55,10,8.52,
Nick Schmaltz,Arizona,C,82,34,72,106,29,8,5,13,18,0,0,0,4,0,6,0,199,17.1,21,17,96,0.60,47,4,0,0,0,0,0,0,17:31,1:48,1:03,113,84,7,7.91,
Vladimir Tarasenko,St. Louis,RW,76,50,54,104,48,8,8,5,13,0,0,0,5,0,6,0,379,13.2,26,15,86,0.10,55,4,0,0,0,0,0,0,16:32,1:44,0:51,109,61,13,8.29,
Mark Stone,Edmonton,RW,82,38,66,104,35,4,4,7,11,0,1,1,4,0,3,0,278,13.7,35,21,191,0.00,53,2,0,0,0,0,0,0,18:00,1:48,1:00,124,89,10,8.20,
Elias Pettersson,Washington,C/RW,79,48,54,102,41,10,6,6,12,1,1,2,6,0,7,0,283,17.0,25,15,99,0.47,35,5,0,0,0,0,0,0,16:52,1:41,0:30,119,78,2,7.68,
Connor McDavid,Edmonton,C,77,45,57,102,25,4,5,5,10,2,0,2,6,0,9,0,281,16.0,20,18,121,0.51,50,2,0,0,0,0,0,0,18:09,1:48,1:14,122,97,1,7.88,
Auston Matthews,Toronto,C,81,41,61,102,39,2,4,10,14,2,1,3,5,0,7,0,328,12.5,25,16,106,0.55,40,1,0,0,0,0,0,0,17:38,1:46,1:13,112,73,8,7.88,
Dylan Cozens,St. Louis,C,82,39,62,101,36,16,10,9,19,0,1,1,7,0,5,0,244,16.0,39,19,150,0.60,78,8,0,0,0,0,0,0,17:10,1:40,1:25,115,79,7,7.60,
Dylan Larkin,Washington,C,82,34,67,101,32,16,5,7,12,2,0,2,4,0,3,0,227,15.0,39,12,120,0.55,60,3,0,1,0,0,0,0,17:29,1:59,0:56,112,80,9,7.90,
Anthony Mantha,Detroit,RW/LW,82,55,44,99,23,8,10,2,12,1,0,1,1,1,6,0,421,13.1,70,25,91,0.11,39,4,0,0,0,0,0,0,17:25,2:02,1:21,109,86,7,8.02,
Taylor Hall,Tampa Bay,LW,73,50,48,98,28,10,4,11,15,1,0,1,6,0,8,0,365,13.7,25,16,69,0.14,42,5,0,0,0,0,0,0,17:20,1:56,0:30,120,92,10,8.40,
Lucas Raymond,NY Islanders,RW/LW,82,49,49,98,33,6,10,3,13,0,0,0,6,1,6,0,432,11.3,18,12,19,0,37,3,0,0,0,0,0,0,15:37,1:29,0:00,110,77,13,8.17,
Josh Lawrence,Tampa Bay,RW/C,82,47,50,97,41,8,8,2,10,0,0,0,7,0,8,0,343,13.7,12,6,11,0,11,4,0,0,0,0,0,0,15:08,1:00,0:00,133,92,4,7.89,
Bo Horvat,Vancouver,C,78,43,54,97,42,6,18,6,24,0,0,0,3,1,10,0,213,20.2,41,20,95,0.59,71,3,0,0,0,0,0,0,17:13,1:50,1:01,104,62,7,7.60,
Evgeny Kuznetsov,Edmonton,C,82,36,61,97,20,6,4,4,8,0,0,0,3,0,5,0,282,12.8,20,11,92,0.56,38,3,0,0,0,0,0,0,16:58,1:05,0:07,113,93,11,8.18,
David Pastrnák,Washington,RW,82,49,47,96,30,4,5,9,14,1,1,2,7,1,5,0,400,12.3,38,12,45,0.13,24,2,0,0,0,0,0,0,17:03,1:58,0:34,116,86,5,8.05,
André Burakovsky,Buffalo,LW/RW,82,43,53,96,60,8,2,6,8,0,0,0,4,1,4,0,260,16.5,17,14,10,0,19,4,0,0,0,0,0,0,16:14,1:22,0:01,127,67,8,8.06,
Max Domi,Montreal,C/LW,82,33,63,96,24,26,6,7,13,0,0,0,4,0,3,0,245,13.5,35,7,66,0.52,48,13,0,0,0,0,0,0,16:14,1:36,0:17,105,81,7,7.79,
Mitch Marner,Toronto,RW,82,40,54,94,33,10,11,7,18,0,1,1,6,0,9,0,331,12.1,49,9,14,0.04,40,5,0,0,0,0,0,0,16:46,1:43,0:27,103,70,4,8.22,
Ryan Dzingel,Philadelphia,LW/RW,82,47,46,93,-1,8,4,3,7,0,0,0,6,1,7,0,289,16.3,43,29,39,0.08,31,4,0,0,0,0,0,0,19:00,0:55,0:10,107,108,11,7.56,
Vasili Podkolzin,Chicago,RW,75,45,48,93,29,4,8,2,10,0,0,0,5,0,8,0,417,10.8,28,20,132,0.09,27,2,0,0,0,0,0,0,17:38,2:06,0:30,118,89,6,7.93,
Nikita Kucherov,Buffalo,RW,79,42,51,93,61,4,5,5,10,0,0,0,2,1,4,0,301,14.0,23,10,67,0.20,42,2,0,0,0,0,0,0,17:21,1:47,0:36,117,56,8,8.29,
Ryan Nugent-Hopkins,Detroit,C/LW,82,39,54,93,15,8,6,6,12,1,0,1,3,1,6,0,212,18.4,22,6,93,0.47,78,4,0,0,0,0,0,0,17:51,2:04,1:16,120,105,2,7.32,
Sebastian Aho,Carolina,C/LW/RW,69,37,56,93,33,0,5,7,12,0,0,0,4,0,1,0,167,22.2,11,15,63,0.52,68,0,0,0,0,0,0,0,18:19,1:46,1:38,98,65,8,7.68,
Michael McLeod,Dallas,C,82,35,57,92,40,19,5,9,14,0,0,0,5,2,5,0,200,17.5,24,13,50,0.55,59,7,1,0,0,0,1,0,17:12,1:53,0:48,104,64,3,7.33,
Mathew Barzal,NY Islanders,C,71,29,62,91,24,8,2,10,12,2,0,2,2,0,5,0,200,14.5,25,11,73,0.53,59,4,0,0,0,0,0,0,16:49,1:32,0:51,100,76,4,7.75,
Rasmus Dahlin,Buffalo,LD,82,24,67,91,55,28,2,13,15,0,1,1,7,0,2,0,320,7.5,25,27,155,0,132,9,0,1,0,0,0,0,26:39,2:11,0:46,177,122,6,8.38,
Nick Suzuki,Montreal,C,82,40,50,90,20,6,6,2,8,0,0,0,6,1,3,0,298,13.4,25,15,21,0.50,42,3,0,0,0,0,0,0,16:04,1:24,0:10,105,85,5,7.94,
Nicklas Bäckström,San Jose,C,82,24,66,90,35,6,0,13,13,0,0,0,5,2,4,0,145,16.6,40,13,78,0.57,35,3,0,0,0,0,0,0,16:51,1:56,0:51,107,72,5,7.59,
Mark Scheifele,Winnipeg,C/LW,82,33,56,89,41,10,4,6,10,1,0,1,3,1,5,0,168,19.6,70,17,99,0.60,93,5,0,0,0,0,0,0,16:54,1:21,1:52,99,58,3,7.77,
Jack Hughes,New Jersey,C,82,29,60,89,49,2,2,3,5,1,2,3,4,0,3,0,150,19.3,21,14,108,0.49,43,1,0,0,0,0,0,0,15:40,1:09,0:31,114,65,3,7.52,
Ryan O'Reilly,Pittsburgh,C,80,29,60,89,23,6,2,5,7,0,1,1,4,0,4,0,176,16.5,94,16,58,0.57,60,3,0,0,0,0,0,0,17:34,0:52,1:48,115,92,2,7.81,
Oliver Wahlstrom,Pittsburgh,RW/LW,72,48,40,88,28,14,4,2,6,0,0,0,2,1,6,0,363,13.2,100,14,25,0.17,36,7,0,0,0,0,0,0,16:57,1:31,0:17,104,76,8,8.17,
Pierre-Luc Dubois,Columbus,C/LW,75,28,60,88,42,12,3,8,11,0,0,0,3,0,5,0,201,13.9,34,14,71,0.52,23,6,0,0,0,0,0,0,16:41,1:29,0:54,98,56,2,7.57,
Jake Guentzel,Pittsburgh,RW/LW/C,82,44,43,87,17,2,3,3,6,0,0,0,6,1,3,0,389,11.3,83,20,12,0.18,31,1,0,0,0,0,0,0,16:43,0:54,0:18,112,95,6,8.01,
Andrei Svechnikov,Detroit,RW,82,33,54,87,1,10,7,3,10,1,2,3,5,0,5,0,234,14.1,54,18,70,0,34,5,0,0,0,0,0,0,16:52,1:01,1:04,97,96,0,7.55,
Brayden Point,Washington,C,82,30,57,87,12,4,5,8,13,1,0,1,4,2,5,0,275,10.9,25,16,45,0.57,38,2,0,0,0,0,0,0,17:15,1:52,0:40,100,88,5,7.87,
Alexander Holtz,Carolina,RW/LW,73,44,42,86,37,6,7,5,12,0,0,0,7,0,7,0,385,11.4,21,15,15,0.11,29,3,0,0,0,0,0,0,17:15,1:49,0:10,106,69,9,7.96,
Brandon Saad,NY Islanders,LW,82,35,51,86,35,4,3,8,11,0,1,1,2,0,8,0,299,11.7,51,19,44,0.12,38,2,0,0,0,0,0,0,16:55,1:32,1:13,108,73,5,7.95,
Aleksander Barkov,Florida,C,78,31,55,86,40,4,1,6,7,0,0,0,3,0,2,0,214,14.5,32,19,97,0.50,73,2,0,0,0,0,0,0,16:52,1:10,1:10,92,52,7,7.51,
Jake Neighbours,New Jersey,LW,82,42,43,85,52,2,5,1,6,0,0,0,5,1,4,0,250,16.8,27,22,130,0,53,1,0,0,0,0,0,0,15:38,0:56,1:05,118,66,5,7.63,
Björn Manzizila,Buffalo,C,77,28,57,85,62,2,1,4,5,0,0,0,3,0,3,0,179,15.6,30,8,17,0.54,58,1,0,0,0,0,0,0,16:08,1:01,0:00,115,53,2,7.48,
Malik Alishlalov,New Jersey,RD/LD/RW,82,39,45,84,50,10,3,5,8,0,0,0,5,1,5,0,285,13.7,20,16,34,0,47,5,0,0,0,0,0,0,17:07,1:19,0:10,116,66,14,7.94,
Brock Boeser,Washington,RW,82,36,48,84,17,6,2,8,10,0,2,2,3,0,3,0,308,11.7,33,12,17,0,29,3,0,0,0,0,0,0,17:16,1:50,0:55,105,88,4,7.85,
Filip Forsberg,Winnipeg,LW/RW,82,35,49,84,42,8,4,6,10,0,1,1,4,0,5,0,302,11.6,69,20,165,0.00,57,4,0,0,0,0,0,0,16:49,1:06,1:29,111,69,3,8.01,
Leon Draisaitl,Arizona,LW/C/RW,79,34,50,84,41,8,6,2,8,1,0,1,3,0,3,0,237,14.3,44,14,78,0.21,55,4,0,0,0,0,0,0,17:12,1:20,0:58,108,67,6,7.99,
Jack Roslovic,Winnipeg,RW/C,82,33,51,84,38,16,0,9,9,0,0,0,5,0,3,0,208,15.9,29,16,84,0.10,57,8,0,0,0,0,0,0,16:50,1:29,1:06,102,64,11,7.85,
Owen Tippett,Florida,RW/LW,81,48,35,83,45,18,10,2,12,0,0,0,11,0,7,0,305,15.7,36,21,33,0.00,40,9,0,0,0,0,0,0,16:22,0:58,0:03,99,54,7,7.81,
John Tavares,Dallas,C,82,39,44,83,-8,9,6,5,11,0,1,1,2,2,6,0,223,17.5,21,16,94,0.54,67,2,1,0,0,0,1,1,18:01,1:01,1:05,90,98,3,7.10,
Mac Reagan,Dallas,LW,82,37,46,83,49,0,0,0,0,2,0,2,4,2,7,0,316,11.7,16,17,77,0.33,51,0,0,0,0,0,0,0,15:28,0:01,1:15,111,62,11,7.87,
Tyson Barrie,Toronto,RD,82,31,52,83,29,4,2,7,9,0,1,1,4,0,5,0,300,10.3,87,14,30,0.00,50,2,0,0,0,0,0,0,17:40,1:53,1:10,106,77,6,8.15,
Tomás Hertl,Dallas,C/LW,84,25,58,83,43,10,1,4,5,0,1,1,5,0,4,0,233,10.7,25,11,73,0.62,53,5,0,0,0,0,0,0,16:04,0:55,0:57,108,65,2,7.70,
Sonny Milano,Columbus,LW/RW,79,36,46,82,31,4,2,8,10,0,0,0,5,3,6,0,212,17.0,11,19,12,0,32,2,0,0,0,0,0,0,15:38,1:20,0:01,94,63,6,7.77,
Anton Lundell,Ottawa,C/LW,81,36,46,82,26,8,4,5,9,0,0,0,3,0,6,0,198,18.2,30,12,124,0.50,68,4,0,0,0,0,0,0,16:30,1:56,0:22,95,69,3,7.17,
Jonathan Huberdeau,Florida,LW,82,33,49,82,45,8,1,8,9,0,0,0,5,0,5,0,244,13.5,40,18,73,0,43,4,0,0,0,0,0,0,16:43,1:51,1:12,101,56,8,8.00,
Patrik Laine,Edmonton,LW/RW,69,33,49,82,24,13,4,5,9,0,0,0,5,0,3,0,351,9.4,57,19,43,0.08,38,4,1,0,0,0,1,1,16:59,1:36,0:52,95,71,9,8.09,
Yanni Gourde,Vancouver,LW/RW/C,82,33,48,81,40,10,0,5,5,0,0,0,3,0,3,0,196,16.8,15,16,27,0.00,40,5,0,0,0,0,0,0,16:05,0:55,0:26,103,63,7,7.68,
Pavel Buchnevich,NY Rangers,RW/LW,82,31,50,81,12,22,6,10,16,0,0,0,4,0,6,0,249,12.4,51,20,28,0,42,11,0,0,0,0,0,0,17:00,1:52,0:23,91,79,2,7.55,
Sean Monahan,Calgary,C,79,40,40,80,11,50,5,3,8,5,3,8,1,0,7,0,227,17.6,105,38,68,0.59,102,20,0,1,0,0,0,0,19:03,0:45,4:41,93,82,4,7.80,
Jimmy Vesey,Detroit,LW/RW,73,37,43,80,12,12,1,5,6,0,0,0,3,0,5,0,245,15.1,33,21,57,0.00,28,6,0,0,0,0,0,0,15:55,1:37,0:08,107,95,6,7.75,
Alex Galchenyuk,St. Louis,LW/C/RW,67,36,44,80,48,6,3,8,11,0,0,0,8,0,4,0,279,12.9,15,5,29,0.25,31,3,0,0,0,0,0,0,15:57,1:39,0:05,96,48,6,8.18,
Alex Turcotte,NY Islanders,C,82,29,51,80,14,10,3,10,13,0,0,0,6,0,3,0,238,12.2,16,15,240,0.55,74,5,0,0,0,0,0,0,16:29,1:25,0:10,91,77,5,7.46,
Cody Glass,Pittsburgh,C,69,37,42,79,24,8,1,2,3,0,0,0,6,0,6,0,257,14.4,38,8,8,0,33,4,0,0,0,0,0,0,15:27,0:51,0:00,106,82,7,7.94,
Kasperi Kapanen,Toronto,RW/LW,82,28,51,79,3,6,3,9,12,0,0,0,1,1,4,0,346,8.1,78,11,21,0.00,38,3,0,0,0,0,0,0,16:47,1:45,0:53,89,86,2,7.84,
Yven Flanagan,St. Louis,LW/C,82,45,33,78,15,8,2,4,6,0,0,0,1,1,4,0,279,16.1,18,15,2,0,32,4,0,0,0,0,0,0,14:35,0:48,0:01,96,81,3,7.72,
Rem Pitlick,Winnipeg,C,82,34,44,78,14,6,4,4,8,0,0,0,5,0,6,0,133,25.6,17,6,27,0.50,35,3,0,0,0,0,0,0,14:04,0:24,0:01,96,82,4,7.06,
Alexander Ovechkin,Carolina,LW,82,25,53,78,38,16,1,5,6,0,0,0,3,0,3,0,244,10.2,44,21,60,0.06,72,8,0,0,0,0,0,0,17:30,1:16,0:55,110,72,2,7.66,
Patrick Kane,San Jose,RW,82,45,32,77,31,6,11,3,14,0,0,0,7,2,4,0,413,10.9,23,17,66,0.00,31,3,0,0,0,0,0,0,16:03,1:52,0:20,100,69,9,8.16,
William Nylander,Arizona,RW/C,82,44,33,77,-1,4,6,5,11,0,0,0,5,0,5,0,293,15.0,33,8,39,0.22,50,2,0,0,0,0,0,0,16:13,1:02,0:49,91,92,7,7.76,
Samuel Fagemo,Tampa Bay,LW/RW,82,32,45,77,27,6,2,5,7,0,0,0,2,0,4,0,326,9.8,88,22,7,0,34,3,0,0,0,0,0,0,16:13,1:00,0:13,101,74,5,7.93,
Dylan Strome,Chicago,C,82,23,54,77,13,18,2,4,6,0,0,0,3,0,0,0,222,10.4,15,7,30,0.53,32,4,0,1,0,0,0,0,15:57,1:03,0:06,98,85,2,7.49,
Artemi Panarin,NY Rangers,LW,82,40,36,76,29,24,5,7,12,0,0,0,6,0,7,0,239,16.7,43,13,17,0.06,44,12,0,0,0,0,0,0,16:49,1:51,0:46,90,61,9,7.77,
Reilly Smith,Philadelphia,RW/LW,82,35,41,76,1,12,3,7,10,0,0,0,5,1,5,0,279,12.5,106,21,29,0.07,30,6,0,0,0,0,0,0,18:49,0:46,0:15,97,96,4,7.43,
Alex DeBrincat,NY Islanders,RW/LW,82,34,42,76,19,8,4,3,7,0,0,0,3,0,4,0,323,10.5,11,7,15,0.00,31,4,0,0,0,0,0,0,16:06,1:07,0:05,101,82,4,7.87,
Colin White,Ottawa,RW/C,82,34,42,76,17,24,9,4,13,0,0,0,8,0,6,0,278,12.2,33,25,79,0.20,59,7,0,1,0,0,0,0,16:56,1:57,1:09,87,70,4,7.44,
Pier-Olivier Roy,San Jose,LW/C,82,34,41,75,38,4,2,10,12,0,0,0,4,1,4,0,229,14.8,10,5,32,0.00,27,2,0,0,0,0,0,0,15:43,1:53,0:03,105,67,9,7.95,
Jordan Kyrou,Carolina,RW/C,80,27,48,75,34,8,1,4,5,0,0,0,5,1,4,0,193,14.0,8,9,30,0.00,30,4,0,0,0,0,0,0,15:21,0:51,0:00,93,59,7,7.85,
Jesperi Kotkaniemi,Tampa Bay,C,79,27,48,75,27,24,1,9,10,0,0,0,3,0,3,0,230,11.7,24,11,23,0.39,37,12,0,0,0,0,0,0,15:50,0:50,0:40,91,64,6,7.80,
Blake Wheeler,Pittsburgh,RW,80,23,52,75,30,14,1,2,3,1,0,1,2,0,3,0,198,11.6,143,16,63,0.00,91,7,0,0,0,0,0,0,17:19,1:12,1:43,107,77,5,8.07,
Dylan Holloway,Toronto,LW,82,36,38,74,3,14,5,2,7,0,0,0,6,0,5,0,262,13.7,70,14,0,0,38,7,0,0,0,0,0,0,15:43,0:48,0:01,98,95,3,7.41,
Jeff Skinner,Dallas,LW,82,35,39,74,35,2,6,5,11,0,0,0,5,0,2,0,404,8.7,15,11,78,0.08,54,1,0,0,0,0,0,0,17:32,1:50,1:19,100,65,7,7.95,
Claude Giroux,Florida,RW/C/LW,75,32,42,74,24,8,10,0,10,0,1,1,1,1,4,0,177,18.1,20,18,54,0.38,40,4,0,0,0,0,0,0,17:39,1:48,0:40,88,64,4,7.87,
Kevin Labanc,Ottawa,RW/LW,81,28,46,74,2,6,1,0,1,0,0,0,2,0,3,0,205,13.7,29,17,42,0.00,90,3,0,0,0,0,0,0,15:50,0:39,0:53,91,89,7,7.73,
Casey Mittelstadt,Carolina,C,82,23,51,74,26,16,1,9,10,0,0,0,1,0,1,0,210,11.0,17,14,30,0.47,65,8,0,0,0,0,0,0,17:54,1:08,1:08,99,73,5,7.06,
Morgan Rielly,Toronto,LD/RD,82,14,60,74,14,16,2,11,13,0,1,1,4,0,0,0,209,6.7,151,27,151,0,150,8,0,0,0,0,0,0,23:27,1:52,1:13,127,113,7,8.24,
Dennis Cholowski,Detroit,LD,76,10,64,74,-4,26,1,17,18,0,1,1,1,0,1,0,192,5.2,19,40,167,0,147,13,0,0,0,0,0,0,25:00,2:11,1:15,124,128,2,7.91,
Matthew Savoie,Vegas,RW,74,39,34,73,-27,2,6,1,7,0,0,0,2,0,3,0,318,12.3,18,21,9,0.04,34,1,0,0,0,0,0,0,16:35,1:35,0:14,82,109,3,7.47,
Chris Tierney,Colorado,C,80,35,38,73,11,8,3,4,7,0,0,0,4,0,8,0,180,19.4,14,12,120,0.50,62,4,0,0,0,0,0,0,15:54,0:36,0:28,86,75,2,6.97,
Filip Zadina,Carolina,LW/RW,82,35,38,73,15,24,1,4,5,0,0,0,3,0,4,0,237,14.8,10,11,15,0.00,75,7,0,1,0,0,0,0,17:07,0:49,0:28,98,83,7,7.63,
Jonathan Drouin,Montreal,LW,81,32,41,73,7,4,4,5,9,0,0,0,3,0,5,0,283,11.3,39,11,31,0.00,39,2,0,0,0,0,0,0,16:22,1:31,0:03,94,87,4,7.89,
Trevor Wong,Providence,C,82,30,43,73,-2,6,1,7,8,0,0,0,4,0,1,0,172,17.4,8,13,21,0.45,47,3,0,0,0,0,0,0,15:49,1:13,0:00,86,88,2,6.67,
Kailer Yamamoto,Dallas,RW/LW,82,29,44,73,-12,4,3,6,9,0,0,0,2,0,2,0,195,14.9,15,12,11,0,27,2,0,0,0,0,0,0,16:13,1:00,0:01,93,105,3,7.37,
Johnny Gaudreau,Calgary,LW,79,29,44,73,16,39,3,2,5,4,3,7,1,1,5,0,184,15.8,71,35,38,0.08,64,12,1,0,0,1,0,0,17:22,0:44,3:02,88,72,5,7.70,
Kyle Connor,Los Angeles,LW,82,26,47,73,4,8,3,4,7,0,0,0,1,2,0,0,235,11.1,17,21,42,0.11,59,4,0,0,0,0,0,0,16:03,1:19,0:34,84,80,3,7.71,
Sam Reinhart,Tampa Bay,C/RW,76,25,48,73,24,0,3,2,5,1,0,1,5,0,3,0,185,13.5,23,14,81,0.49,50,0,0,0,0,0,0,0,16:50,0:57,0:57,94,70,1,7.34,
Oliver Bjørkstrand,Dallas,RW/LW,75,38,34,72,45,6,1,3,4,0,0,0,4,0,7,0,272,14.0,5,14,9,0,29,3,0,0,0,0,0,0,15:10,0:54,0:06,100,55,6,7.71,
Timo Meier,Minnesota,LW/RW,82,38,34,72,19,32,0,0,0,1,0,1,4,0,7,0,250,15.2,10,13,75,0.27,38,11,0,1,0,0,0,0,15:22,0:02,0:39,88,69,5,7.65,
Owen Lindmark,NY Islanders,RW/C,82,37,35,72,14,6,10,1,11,0,0,0,3,0,6,0,262,14.1,31,11,31,0,33,3,0,0,0,0,0,0,16:30,1:23,0:49,86,72,6,7.59,
Josh Anderson,Columbus,RW,78,36,36,72,30,19,6,2,8,0,0,0,5,0,2,0,269,13.4,47,16,52,0.05,50,7,1,0,0,0,1,0,16:50,1:27,1:03,93,63,6,7.71,
Kaapo Kakko,Arizona,RW,63,35,37,72,17,6,10,2,12,0,0,0,4,2,1,0,282,12.4,26,11,4,0,19,3,0,0,0,0,0,0,16:07,1:44,0:03,76,59,6,7.81,
Mattias Janmark,Ottawa,LW/C/RW,81,26,46,72,22,18,2,4,6,0,0,0,4,1,1,0,184,14.1,18,17,56,0.14,44,9,0,0,0,0,0,0,14:51,0:43,0:09,84,62,4,7.38,
Jesse Puljujärvi,St. Louis,RW,82,25,47,72,16,6,2,3,5,0,0,0,3,0,6,0,268,9.3,28,16,65,0,38,3,0,0,0,0,0,0,15:11,0:46,0:00,96,80,4,7.70,
Mikael Granlund,Minnesota,C/RW,82,21,51,72,20,8,2,10,12,0,1,1,2,0,5,0,141,14.9,16,14,46,0.53,80,4,0,0,0,0,0,0,17:32,2:00,1:10,95,75,5,7.20,
Aleksi Heponiemi,Chicago,C,82,23,48,71,-1,4,0,0,0,0,0,0,4,0,3,0,132,17.4,7,7,14,0.53,11,2,0,0,0,0,0,0,13:23,0:00,0:00,86,87,4,7.55,
Klim Kostin,Vancouver,C/LW/RW,82,22,49,71,-25,34,3,2,5,0,0,0,4,0,2,0,141,15.6,32,24,78,0.32,61,7,0,2,0,0,0,0,15:23,0:53,0:00,81,106,1,6.40,
Rubio Pawloski,Pittsburgh,C,70,25,45,70,26,10,2,3,5,0,0,0,3,1,4,0,159,15.7,60,6,7,0.59,42,5,0,0,0,0,0,0,16:41,1:49,0:07,106,80,2,7.64,
Grigori Denisenko,Florida,LW,82,20,50,70,20,18,2,12,14,0,0,0,2,0,1,0,165,12.1,31,12,63,0.33,30,9,0,0,0,0,0,0,14:59,0:54,0:03,78,58,4,7.66,
John Carlson,Vancouver,RD,82,14,56,70,57,24,3,7,10,0,0,0,3,0,2,0,233,6.0,28,32,232,0,169,12,0,0,0,0,0,0,26:10,1:42,1:02,160,103,4,7.95,
Samuel Girard,Colorado,LD/RD,82,11,59,70,67,10,3,15,18,0,0,0,1,1,0,0,163,6.7,8,22,225,0,129,5,0,0,0,0,0,0,26:16,1:55,0:58,162,95,4,8.10,
Alexander Nylander,Chicago,RW/LW,82,33,36,69,-8,8,0,0,0,0,0,0,4,2,3,0,229,14.4,8,5,6,0,21,4,0,0,0,0,0,0,13:42,0:00,0:00,87,95,5,7.67,
Mike Hoffman,NY Rangers,LW/RW,81,32,37,69,24,22,4,8,12,0,0,0,4,0,6,0,246,13.0,14,13,35,1.00,52,6,0,1,0,0,0,0,15:37,1:31,0:08,87,63,5,7.54,
Steven Stamkos,Boston,C,82,28,41,69,-16,6,4,5,9,1,0,1,4,0,4,0,141,19.9,19,9,56,0.51,30,3,0,0,0,0,0,0,14:42,0:29,0:05,83,99,2,6.93,
Sam Steel,Carolina,C,82,28,41,69,17,8,0,2,2,0,0,0,4,0,5,0,138,20.3,7,9,24,0.53,34,4,0,0,0,0,0,0,13:24,0:15,0:00,87,70,3,7.13,
Arthur Kaliyev,Vegas,LW,75,26,43,69,2,18,1,2,3,0,0,0,2,1,4,0,256,10.2,21,6,41,0.00,18,4,0,1,0,0,0,0,15:36,1:27,0:03,91,89,3,7.60,
Mika Zibanejad,NY Rangers,C,74,25,44,69,30,22,4,5,9,0,0,0,6,0,5,0,182,13.7,86,20,87,0.56,68,11,0,0,0,0,0,0,17:59,1:47,2:21,84,54,2,7.31,
Vitali Kravtsov,NY Rangers,RW,82,34,34,68,22,16,6,0,6,0,1,1,7,1,5,0,220,15.5,105,29,21,0.09,69,8,0,0,0,0,0,0,17:48,0:40,2:22,86,64,4,7.52,
Sean Couturier,Vegas,C,82,33,35,68,-6,26,2,1,3,0,0,0,3,1,4,0,196,16.8,167,9,53,0.55,111,13,0,0,0,0,0,0,18:10,0:19,1:13,87,93,1,7.15,
Elias Lindholm,Calgary,RW/C,82,32,36,68,5,30,0,2,2,6,3,9,2,0,3,0,203,15.8,92,34,50,0.21,105,15,0,0,0,0,0,0,19:14,0:46,4:46,91,86,2,7.43,
Clayton Keller,Buffalo,LW/RW/C,60,26,42,68,46,6,2,5,7,0,0,0,0,0,2,0,183,14.2,20,7,5,0,26,3,0,0,0,0,0,0,15:40,1:57,0:00,102,56,5,8.22,
Brady Tkachuk,Ottawa,LW,76,22,46,68,17,14,1,10,11,0,0,0,2,0,4,0,183,12.0,50,18,92,0,60,7,0,0,0,0,0,0,17:01,1:46,1:04,79,62,5,7.70,
Sidney Crosby,Philadelphia,C,81,21,47,68,-17,34,3,4,7,0,0,0,5,0,3,0,151,13.9,107,14,52,0.55,74,12,0,1,0,0,0,0,17:59,0:57,1:12,89,106,4,7.15,
Linus Lindblom,Carolina,RW,81,39,28,67,14,6,8,2,10,0,0,0,4,0,7,0,377,10.3,29,37,9,0.00,25,3,0,0,0,0,0,0,16:36,1:27,0:02,87,73,2,7.20,
Aatu Räty,Montreal,LW,81,31,36,67,0,10,1,7,8,0,0,0,3,2,5,0,271,11.4,37,16,10,0,34,5,0,0,0,0,0,0,15:08,1:17,0:00,87,87,6,7.69,
