Name,Team,Pos,GP,G,A,P,PlusMinus,PIM,PPg,PPa,PPp,SHg,SHa,SHp,GWG,GT,FG,EN,SOG,Sh ,HT,GA,TA,FO,SB,2,5,Mi,Ma,GM,FI,FW,ATOI,APPT,APKT,+,-,FS,AvR,
Connor Lockhart,Saginaw,RW/C,2,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,10:29,0:00,0:00,0,3,0,6.00,
Mikhail Maltsev,New Jersey,LW/C,3,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,6,0.0,0,1,1,0,4,0,0,0,0,0,0,0,14:24,1:17,0:00,2,5,0,6.67,
KG Jacobsson,Laval,C,2,0,0,0,-4,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0,1,2,0.63,3,0,0,0,0,0,0,0,17:00,0:00,0:00,1,5,0,5.00,
Adam Lowry,Edmonton,C,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0.0,0,0,2,0.48,1,1,0,0,0,0,0,0,10:30,0:00,0:00,1,1,0,6.00,
Trevor Wong,Providence,C,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,0,0.44,0,1,0,0,0,0,0,0,12:08,0:00,0:00,0,0,0,5.00,
Milos Roman,Kansas City,C,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0.0,2,1,0,0.36,1,1,0,0,0,0,0,0,11:27,0:00,0:00,1,1,0,6.00,
Brent Gates Jr.,Hershey,C/LW,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0.0,0,1,0,0.28,0,1,0,0,0,0,0,0,15:08,1:20,0:00,1,1,0,5.50,
Eemeli Räsänen,Toronto,RD/LD,4,0,0,0,-2,2,0,0,0,0,0,0,0,0,0,0,3,0.0,6,5,3,0,7,1,0,0,0,0,0,0,15:46,0:00,0:05,2,4,0,6.50,
Max Gildon,Florida,LD,11,0,0,0,-9,6,0,0,0,0,0,0,0,0,0,0,6,0.0,1,4,3,0,17,3,0,0,0,0,0,0,18:30,0:00,0:38,9,18,0,6.00,
Travis Hamonic,Calgary,RD,14,0,0,0,-10,6,0,0,0,0,0,0,0,0,0,0,10,0.0,19,4,9,0,40,3,0,0,0,0,0,0,16:00,0:00,1:39,9,19,0,6.71,
Martin Lang,Texas,RW/LW,3,0,0,0,-2,8,0,0,0,0,0,0,0,0,0,0,3,0.0,1,3,0,0,0,4,0,0,0,0,0,0,12:13,0:00,0:00,1,3,0,5.67,
Dylan Guenther,Texas,LW,5,0,0,0,-5,8,0,0,0,0,0,0,0,0,0,0,3,0.0,0,1,2,0,1,4,0,0,0,0,0,0,13:19,0:00,0:00,2,7,0,5.60,
