Name,Team,Pos,GP,G,A,P,PlusMinus,PIM,PPg,PPa,PPp,SHg,SHa,SHp,GWG,GT,FG,EN,SOG,Sh,HT,GA,TA,FO,SB,2,5,Mi,Ma,GM,FI,FW,ATOI,APPT,APKT,+,-,FS,AvR,
Eric Staal,Minnesota,C,79,35,56,91,41,4,5,13,18,0,0,0,5,1,5,0,167,21.0,51,16,58,0.58,40,2,0,0,0,0,0,0,16:53,2:28,0:31,98,57,4,7.38,
Pavel Buchnevich,NY Rangers,RW/LW,82,46,44,90,23,20,11,5,16,0,0,0,6,1,7,0,309,14.9,39,15,31,0.13,30,5,0,1,0,0,0,0,16:10,2:46,0:02,92,69,7,7.70,
Tomás Tatár,Montreal,LW/RW,82,38,52,90,16,8,9,10,19,0,0,0,5,0,9,0,420,9.0,49,21,14,0.10,48,4,0,0,0,0,0,0,16:12,2:26,0:02,86,70,9,8.00,
Teuvo Teräväinen,Chicago,C/LW,81,37,53,90,16,4,6,10,16,1,1,2,5,0,5,0,187,19.8,23,6,52,0.57,41,2,0,0,0,0,0,0,16:18,1:44,0:23,102,86,7,7.44,
Leon Draisaitl,Edmonton,LW/C/RW,82,40,49,89,18,6,11,9,20,0,0,0,8,1,7,0,332,12.0,104,25,70,0.23,43,3,0,0,0,0,0,0,19:09,2:36,0:38,89,71,5,7.23,
Jason Zucker,Minnesota,RW/LW,82,41,47,88,40,22,7,6,13,0,0,0,7,0,4,0,446,9.2,91,23,41,0.07,59,11,0,0,0,0,0,0,16:49,2:26,0:51,97,57,6,7.99,
Marcus Johansson,Chicago,LW/C,82,39,48,87,49,4,4,7,11,1,0,1,7,0,5,0,257,15.2,74,16,18,0.26,44,2,0,0,0,0,0,0,16:17,1:17,0:36,107,58,9,8.07,
Brandon Montour,Pittsburgh,RD,77,36,50,86,50,24,8,5,13,0,0,0,7,0,6,0,253,14.2,46,21,108,0,60,7,0,1,0,0,0,0,21:14,2:35,0:49,111,61,4,8.00,
Joakim Nygård,Edmonton,LW,82,34,52,86,44,2,8,6,14,1,0,1,4,0,3,0,367,9.3,33,18,19,0,15,1,0,0,0,0,0,0,16:51,1:57,0:00,96,52,9,7.90,
Jakub Vrána,Washington,LW/RW,81,32,54,86,46,29,3,10,13,0,0,0,2,0,1,0,260,12.3,68,18,10,0,32,7,1,0,0,1,0,0,14:55,1:22,0:06,98,52,6,7.94,
Mitch Marner,Toronto,RW,82,40,45,85,32,4,12,7,19,0,0,0,4,1,10,0,328,12.2,83,8,12,0.16,24,2,0,0,0,0,0,0,17:57,3:30,0:22,91,59,5,8.09,
Evander Kane,San Jose,LW,82,40,45,85,44,12,7,4,11,0,0,0,5,0,9,0,308,13.0,90,12,21,0.00,45,6,0,0,0,0,0,0,15:30,2:07,0:06,99,55,8,7.99,
Alexander Radulov,Dallas,RW,82,34,51,85,24,76,8,8,16,0,1,1,4,1,2,0,275,12.4,188,26,5,0.00,61,33,0,1,0,0,0,0,17:27,1:58,2:00,87,63,7,7.77,
Jan Rutta,Edmonton,RD,78,33,51,84,28,12,6,8,14,0,0,0,3,0,5,0,250,13.2,65,14,33,0,31,6,0,0,0,0,0,0,18:39,2:10,0:12,94,66,5,7.81,
Brad Marchand,Edmonton,LW,84,34,49,83,15,27,5,14,19,0,0,0,4,1,6,0,308,11.0,89,22,56,0,67,11,1,0,0,0,0,0,18:31,2:10,1:38,86,71,6,7.81,
John Tavares,Toronto,C,74,33,50,83,18,32,3,17,20,2,2,4,3,0,7,0,342,9.6,134,14,30,0.58,48,11,0,1,0,0,0,0,19:06,3:32,1:50,85,67,6,8.07,
Tyler Johnson,Tampa Bay,RW/C,82,39,43,82,37,16,3,6,9,0,0,0,7,0,8,0,290,13.4,86,25,12,0.31,37,8,0,0,0,0,0,0,16:27,1:21,1:24,90,53,5,7.82,
Matt Duchene,Nashville,C/RW,82,33,49,82,48,12,2,6,8,0,0,0,6,2,6,0,235,14.0,50,8,53,0.61,37,6,0,0,0,0,0,0,16:25,1:27,0:36,105,57,5,7.67,
Derek Stepan,Arizona,C,82,29,53,82,27,8,3,16,19,0,0,0,6,1,9,0,250,11.6,37,14,80,0.48,75,4,0,0,0,0,0,0,18:41,2:31,1:49,95,68,1,7.02,
Tyler Seguin,Dallas,C/RW,82,46,35,81,21,40,10,11,21,3,0,3,5,0,10,0,249,18.5,148,17,40,0.58,81,20,0,0,0,0,0,0,18:35,1:58,3:07,89,68,6,7.67,
Rickard Rakell,Colorado,LW/C/RW,70,37,44,81,49,6,5,4,9,0,0,0,7,0,4,0,347,10.7,81,15,38,0.17,42,3,0,0,0,0,0,0,17:02,2:42,0:37,93,44,9,8.16,
Cam Atkinson,Columbus,RW,82,37,44,81,-9,12,16,6,22,0,1,1,4,0,7,0,333,11.1,56,20,43,0.11,44,6,0,0,0,0,0,0,17:43,2:17,0:59,84,93,6,7.71,
William Nylander,Toronto,RW/C,76,31,50,81,41,16,5,13,18,0,0,0,7,0,3,0,342,9.1,89,19,6,0.20,21,8,0,0,0,0,0,0,17:16,3:17,0:06,90,49,3,8.18,
Kyle Okposo,Buffalo,RW,82,39,41,80,48,16,6,4,10,0,0,0,6,0,6,0,343,11.4,100,26,44,0,39,3,0,1,0,0,0,0,16:29,1:49,0:04,108,60,6,7.88,
Aleksander Barkov,Florida,C,82,33,47,80,35,0,7,8,15,0,0,0,4,0,7,0,203,16.3,69,12,59,0.52,72,0,0,0,0,0,0,0,18:05,2:59,1:05,104,69,6,7.39,
Max Domi,Montreal,C/LW,82,30,50,80,22,28,5,7,12,0,0,0,4,0,4,0,191,15.7,49,7,28,0.46,34,9,0,1,0,0,0,0,15:59,2:23,0:05,84,62,4,7.35,
Yanni Gourde,Tampa Bay,LW/RW/C,76,20,60,80,37,22,2,10,12,0,0,0,4,0,2,0,217,9.2,68,12,8,0.21,18,11,0,0,0,0,0,0,15:26,1:38,0:17,90,53,4,7.96,
Mika Zibanejad,NY Rangers,C,82,38,41,79,44,4,5,3,8,1,0,1,10,1,9,0,214,17.8,87,19,97,0.59,86,2,0,0,0,0,0,0,18:34,2:46,1:48,104,60,7,7.41,
Logan Couture,San Jose,C,80,38,41,79,30,20,10,6,16,0,0,0,6,0,2,0,213,17.8,54,10,54,0.50,74,5,0,1,0,0,0,0,16:55,1:53,1:26,89,59,4,7.46,
Alexander Ovechkin,Washington,LW,82,37,42,79,7,36,10,15,25,0,1,1,6,1,4,0,397,9.3,199,45,74,0.00,63,13,0,1,0,0,0,0,18:49,2:42,2:26,79,72,6,7.88,
Nikita Gusev,Tampa Bay,LW,77,36,43,79,52,4,1,2,3,0,0,0,5,0,2,0,243,14.8,65,11,3,0,18,2,0,0,0,0,0,0,15:06,2:12,0:00,100,48,6,8.09,
Josh Bailey,Chicago,RW/LW,81,31,48,79,-2,8,4,10,14,0,0,0,3,0,4,0,235,13.2,82,13,55,0.12,75,4,0,0,0,0,0,0,18:40,2:02,1:30,80,82,5,7.73,
Dylan Strome,Chicago,C,82,31,48,79,39,12,5,8,13,0,0,0,6,0,6,0,187,16.6,58,12,30,0.53,36,6,0,0,0,0,0,0,16:12,1:15,0:20,105,66,1,7.23,
David Pastrnák,Boston,RW,82,45,33,78,36,18,15,3,18,0,0,0,5,0,5,0,308,14.6,98,21,32,0.14,57,9,0,0,0,0,0,0,17:56,2:16,2:21,81,45,14,7.84,
Brandon Saad,NY Islanders,LW,85,38,40,78,14,8,8,5,13,0,0,0,6,0,6,0,401,9.5,69,10,29,0.36,32,4,0,0,0,0,0,0,16:09,2:01,0:06,85,71,9,7.91,
Elias Pettersson,Vancouver,C/RW,75,42,35,77,8,32,12,3,15,2,1,3,6,0,4,0,171,24.6,87,18,34,0.46,92,16,0,0,0,0,0,0,17:28,2:12,2:14,72,64,3,7.03,
Michael Grabner,Arizona,RW/LW,82,38,39,77,38,2,11,5,16,0,0,0,3,1,4,0,466,8.2,56,45,106,0,51,1,0,0,0,0,0,0,17:08,1:49,1:45,78,40,4,7.63,
Mike Hoffman,Florida,LW/RW,82,35,42,77,12,12,11,9,20,0,0,0,2,2,5,0,356,9.8,35,19,34,0.25,18,6,0,0,0,0,0,0,17:02,3:09,0:04,70,58,3,7.79,
Claude Giroux,Philadelphia,RW/C/LW,82,32,45,77,9,24,5,12,17,2,1,3,7,0,4,0,268,11.9,124,21,22,0.33,58,12,0,0,0,0,0,0,18:12,2:34,2:23,76,67,7,7.85,
Jaden Schwartz,St. Louis,LW,82,30,47,77,32,20,5,12,17,0,0,0,5,1,6,0,204,14.7,93,22,29,0.17,55,10,0,0,0,0,0,0,16:44,2:00,1:02,90,58,6,7.88,
Artemi Panarin,NY Rangers,LW,82,29,48,77,21,2,3,12,15,1,0,1,2,0,5,0,255,11.4,52,22,32,0.11,66,1,0,0,0,0,0,0,17:42,2:45,1:13,89,68,6,7.71,
T.J. Oshie,Washington,RW,82,38,38,76,4,6,17,7,24,0,1,1,6,1,6,0,247,15.4,73,24,77,0.21,96,3,0,0,0,0,0,0,17:36,2:43,1:32,75,71,4,7.68,
Oliver Wahlstrom,NY Islanders,RW/LW,82,37,39,76,0,8,7,7,14,0,0,0,4,0,5,0,255,14.5,52,23,8,0,39,4,0,0,0,0,0,0,16:17,2:22,0:00,79,79,7,7.41,
Sebastian Aho,Carolina,C/LW/RW,82,34,41,75,-3,4,4,14,18,1,2,3,3,1,6,0,192,17.7,51,21,50,0.50,67,2,0,0,0,0,0,0,18:19,3:19,1:21,71,74,2,7.22,
Ethan Bear,Edmonton,RD,82,28,47,75,14,15,2,7,9,0,0,0,3,0,5,0,221,12.7,81,16,24,0,28,5,1,0,0,0,1,1,17:03,1:57,0:00,85,71,5,7.63,
Dominik Kahun,Buffalo,C/LW,83,21,54,75,30,2,1,5,6,0,0,0,7,0,5,0,163,12.9,20,9,38,0.53,66,1,0,0,0,0,0,0,14:27,1:01,0:36,76,46,3,7.36,
Travis Konecny,Philadelphia,RW/LW/C,75,34,40,74,32,32,2,9,11,0,0,0,6,1,2,0,233,14.6,99,11,3,0.14,23,11,0,1,0,0,0,0,16:16,2:30,0:12,85,53,8,7.97,
Bryan Rust,Pittsburgh,LW/RW,82,33,41,74,37,24,1,0,1,0,0,0,8,0,7,0,307,10.7,182,21,57,1.00,41,12,0,0,0,0,0,0,18:06,0:25,0:12,108,71,6,7.94,
Nazem Kadri,Colorado,C,82,28,46,74,21,6,4,12,16,0,1,1,2,1,3,0,233,12.0,53,13,104,0.54,54,3,0,0,0,0,0,0,16:56,1:54,0:54,86,65,2,7.23,
Jamie Benn,Dallas,LW,76,26,48,74,12,34,6,4,10,0,2,2,1,0,5,0,212,12.3,192,25,26,0.32,46,17,0,0,0,0,0,0,16:07,1:03,1:19,83,71,5,7.96,
Pontus Åberg,San Jose,LW/RW,82,42,31,73,6,4,6,11,17,0,0,0,6,1,4,0,355,11.8,51,20,11,0,36,2,0,0,0,0,0,0,15:01,2:05,0:00,72,66,7,7.70,
Patrik Laine,Winnipeg,LW/RW,82,41,32,73,4,16,7,5,12,1,0,1,8,0,5,0,419,9.8,139,34,14,0.50,49,8,0,0,0,0,0,0,17:19,2:31,0:38,80,76,7,7.60,
J.T. Miller,Vancouver,RW/C/LW,77,23,50,73,-7,38,3,12,15,0,2,2,2,1,2,0,206,11.2,142,32,36,0.24,77,19,0,0,0,0,0,0,19:34,2:00,2:03,72,79,5,7.36,
Brayden Schenn,St. Louis,LW/C/RW,76,30,42,72,15,56,8,10,18,0,0,0,5,1,8,0,197,15.2,102,17,59,0.17,55,18,0,2,0,0,0,0,16:35,1:55,1:38,78,63,2,6.86,
Nick Schmaltz,Arizona,C,82,24,48,72,43,8,4,5,9,1,0,1,4,0,3,0,149,16.1,34,13,43,0.54,56,4,0,0,0,0,0,0,16:51,1:47,0:50,91,48,1,7.11,
Ryan Nugent-Hopkins,Edmonton,C/LW,75,36,35,71,4,8,8,13,21,1,0,1,5,1,4,0,223,16.1,53,8,61,0.44,37,4,0,0,0,0,0,0,18:14,2:15,0:45,66,62,5,7.28,
Martin Necas,Buffalo,RW/C,82,32,39,71,12,10,10,8,18,0,0,0,1,0,5,0,246,13.0,31,12,7,0.00,48,5,0,0,0,0,0,0,15:23,2:04,0:00,65,53,3,7.70,
Kasperi Kapanen,Toronto,RW/LW,69,31,40,71,38,16,5,4,9,1,1,2,4,0,2,0,301,10.3,101,18,5,0,28,8,0,0,0,0,0,0,17:10,2:09,1:02,84,46,4,8.07,
Nino Niederreiter,Carolina,RW/LW,82,30,41,71,9,20,5,7,12,0,0,0,8,0,5,0,308,9.7,117,22,26,0,30,10,0,0,0,0,0,0,16:09,1:30,0:03,96,87,8,7.61,
Timo Meier,San Jose,LW/RW,78,30,40,70,11,10,2,5,7,0,0,0,3,0,8,0,301,10.0,91,15,37,0.16,54,5,0,0,0,0,0,0,15:16,1:34,0:16,80,69,4,7.91,
James van Riemsdyk,Vegas,LW,80,30,40,70,5,28,5,2,7,0,0,0,4,1,4,0,247,12.1,205,21,22,0.20,33,14,0,0,0,0,0,0,15:51,0:59,0:28,71,66,10,7.84,
Jake Virtanen,Vancouver,RW,80,29,41,70,6,79,2,0,2,0,0,0,3,2,4,0,238,12.2,254,26,21,0.00,37,32,1,1,0,0,0,0,18:19,0:17,0:02,86,80,5,7.55,
Anders Lee,NY Islanders,LW,82,23,47,70,12,8,2,5,7,0,0,0,1,1,1,0,205,11.2,86,28,49,0.10,106,4,0,0,0,0,0,0,16:26,1:10,1:51,74,62,6,7.67,
Alexander Wennberg,Columbus,C,82,21,49,70,-6,10,6,8,14,0,0,0,4,0,4,0,156,13.5,42,9,18,0.48,40,5,0,0,0,0,0,0,16:09,2:05,0:01,70,76,1,6.88,
Keith Yandle,Florida,LD/RD,82,13,57,70,19,42,5,19,24,0,0,0,4,0,1,0,216,6.0,66,50,187,0,111,21,0,0,0,0,0,0,27:23,3:21,0:54,127,108,6,7.90,
Blake Wheeler,Winnipeg,RW,80,36,33,69,1,37,5,6,11,1,0,1,4,0,5,0,273,13.2,181,23,46,0.32,77,11,1,0,0,1,0,0,17:58,2:32,1:53,70,69,8,7.68,
Brett Connolly,Florida,RW/LW,82,34,35,69,20,10,5,11,16,0,0,0,6,0,5,0,260,13.1,45,21,15,0,11,5,0,0,0,0,0,0,15:56,1:27,0:00,80,60,4,7.61,
Mathew Barzal,NY Islanders,C,76,27,42,69,1,30,6,8,14,0,0,0,6,1,1,0,179,15.1,28,7,46,0.49,67,10,0,1,0,0,0,0,17:29,2:18,0:42,77,76,3,7.11,
Brayden Point,Tampa Bay,C,80,22,47,69,41,24,3,4,7,0,0,0,3,0,4,0,153,14.4,60,7,18,0.59,70,12,0,0,0,0,0,0,17:05,1:24,1:53,87,46,3,7.34,
Morgan Rielly,Toronto,LD/RD,78,9,60,69,46,26,3,14,17,1,2,3,2,1,1,0,285,3.2,234,26,101,0,153,13,0,0,0,0,0,0,26:54,3:27,1:39,127,81,7,8.49,
Gabriel Landeskog,Colorado,LW,77,37,31,68,16,4,12,4,16,0,0,0,4,0,8,0,376,9.8,96,13,79,0.05,75,2,0,0,0,0,0,0,17:03,2:48,0:51,69,53,5,8.06,
Zach Parise,Minnesota,LW/RW,82,34,34,68,0,2,6,5,11,0,0,0,4,0,7,0,321,10.6,64,16,61,0.19,73,1,0,0,0,0,0,0,17:35,2:03,1:19,75,75,8,7.72,
Gustav Nyquist,Columbus,RW/LW,65,33,35,68,-6,10,2,18,20,0,0,0,5,0,5,0,171,19.3,35,15,25,0,23,5,0,0,0,0,0,0,15:25,1:59,0:02,61,67,9,7.74,
Brendan Gallagher,Montreal,RW,82,27,41,68,7,16,8,5,13,0,0,0,4,0,3,0,275,9.8,78,13,26,0,45,8,0,0,0,0,0,0,17:08,2:09,1:07,73,66,3,7.49,
Sam Reinhart,Buffalo,C/RW,81,26,42,68,30,6,3,4,7,1,0,1,1,0,1,0,246,10.6,50,11,75,0.44,61,3,0,0,0,0,0,0,16:58,1:22,0:44,90,60,1,7.42,
Bobby Ryan,Ottawa,RW/LW,82,26,42,68,-19,20,7,13,20,0,0,0,3,1,2,0,272,9.6,59,12,9,0.00,55,10,0,0,0,0,0,0,16:13,2:45,0:13,66,85,4,7.41,
Patrice Bergeron,Boston,C,82,32,35,67,26,18,6,8,14,0,0,0,3,1,7,0,200,16.0,108,26,102,0.65,92,9,0,0,0,0,0,0,18:35,2:16,2:43,82,56,6,7.61,
Josh Ho-Sang,NY Islanders,RW,82,30,37,67,9,2,11,5,16,0,0,0,3,2,4,0,213,14.1,33,6,6,0,33,1,0,0,0,0,0,0,15:27,2:19,0:00,68,59,5,7.71,
Dylan Larkin,Detroit,C,82,30,37,67,2,48,5,14,19,1,0,1,4,1,4,0,170,17.6,150,32,43,0.48,109,24,0,0,0,0,0,0,19:01,1:33,4:35,61,59,3,7.13,
Nicklas Bäckström,Washington,C,79,27,40,67,-3,24,5,8,13,1,0,1,5,0,0,0,138,19.6,95,13,78,0.53,84,7,0,1,0,0,0,0,17:31,1:23,2:23,72,75,1,7.25,
Nick Foligno,Columbus,LW/C/RW,82,27,40,67,9,38,0,10,10,1,0,1,2,0,2,0,167,16.2,114,23,36,0.15,68,14,2,0,0,0,2,0,17:01,1:04,1:30,70,61,3,7.49,
Kevin Labanc,San Jose,RW/LW,78,25,42,67,12,4,4,12,16,0,0,0,0,0,1,0,249,10.0,57,7,22,0.33,39,2,0,0,0,0,0,0,16:04,2:29,0:05,72,60,2,7.90,
Mikael Granlund,Nashville,C/RW,72,23,44,67,9,12,4,3,7,0,0,0,1,0,1,0,156,14.7,73,16,53,0.61,35,6,0,0,0,0,0,0,16:48,1:28,0:51,85,76,4,7.65,
Dougie Hamilton,Buffalo,RD,82,13,54,67,27,42,5,11,16,0,1,1,1,0,1,0,207,6.3,62,29,133,0,95,16,0,1,0,0,0,0,23:19,2:31,0:59,109,82,3,7.71,
Chris Kreider,NY Rangers,LW,78,31,35,66,34,49,3,3,6,0,0,0,1,1,5,0,287,10.8,68,25,80,0.04,51,17,1,0,1,0,0,0,15:57,1:24,0:19,93,59,3,7.71,
Johnny Gaudreau,Calgary,LW,82,29,37,66,-13,26,3,4,7,1,2,3,6,2,6,0,203,14.3,121,28,31,0.13,61,13,0,0,0,0,0,0,20:12,1:55,2:18,70,83,3,7.54,
Joel Eriksson Ek,Minnesota,C/LW/RW,74,23,42,65,25,34,4,1,5,0,0,0,5,1,3,0,195,11.8,106,19,13,0.49,51,17,0,0,0,0,0,0,15:04,1:24,0:05,88,63,5,7.61,
David Perron,St. Louis,RW/LW,82,32,32,64,6,27,4,6,10,0,0,0,1,0,4,0,285,11.2,91,12,12,0.00,36,11,1,0,0,0,0,0,16:23,1:57,0:34,73,67,2,7.71,
Josh Anderson,Columbus,RW,82,30,34,64,-16,21,4,6,10,0,0,0,5,0,6,0,287,10.5,163,25,38,0.00,61,8,1,0,0,0,1,1,16:36,1:02,1:15,69,85,6,7.52,
Joonas Donskoi,Colorado,RW/LW,79,29,35,64,17,2,2,4,6,0,0,0,2,0,1,0,284,10.2,56,5,33,0,47,1,0,0,0,0,0,0,14:58,1:16,0:00,71,54,6,7.89,
Ryan Dzingel,Carolina,LW/RW,78,26,38,64,8,18,2,8,10,0,0,0,3,0,4,0,269,9.7,60,13,25,0.00,26,9,0,0,0,0,0,0,17:03,2:32,0:18,78,70,7,7.56,
Ondrej Kase,Chicago,RW/LW,84,25,39,64,1,10,5,3,8,0,0,0,5,0,6,0,225,11.1,51,11,8,0.00,27,5,0,0,0,0,0,0,14:34,0:40,0:08,75,74,4,7.49,
Sam Bennett,Calgary,LW/C/RW,81,31,32,63,-26,50,3,2,5,1,0,1,3,1,2,0,187,16.6,192,24,11,0.18,29,25,0,0,0,0,0,0,18:00,0:51,0:21,68,94,4,7.19,
Vincent Trocheck,Florida,C,78,24,39,63,21,4,4,11,15,0,0,0,3,1,4,0,175,13.7,23,11,71,0.59,44,2,0,0,0,0,0,0,16:24,1:39,0:00,82,61,3,7.14,
Nikolaj Ehlers,Carolina,RW/LW,72,24,39,63,-1,6,2,7,9,1,0,1,3,0,4,0,230,10.4,58,19,27,0,42,3,0,0,0,0,0,0,17:49,2:50,0:47,65,66,4,7.58,
Elias Lindholm,Calgary,RW/C,82,22,41,63,-20,39,1,8,9,0,1,1,2,1,3,0,199,11.1,156,39,36,0.24,51,17,1,0,0,0,0,0,20:48,1:56,2:08,67,87,6,7.28,
Duncan Keith,Chicago,LD,82,9,54,63,48,10,3,13,16,0,0,0,2,0,2,0,159,5.7,52,35,241,0,109,5,0,0,0,0,0,0,23:15,3:30,0:48,138,90,2,7.70,
Jesperi Kotkaniemi,Montreal,C,77,28,34,62,28,4,2,12,14,0,0,0,3,1,4,0,152,18.4,31,12,20,0.53,37,2,0,0,0,0,0,0,15:15,2:06,0:00,80,52,2,7.08,
Calle Järnkrok,Nashville,C/RW/LW,81,19,43,62,31,2,0,0,0,0,0,0,2,0,2,0,215,8.8,33,25,30,0.67,30,1,0,0,0,0,0,0,14:06,0:09,0:03,90,59,3,7.48,
Mark Scheifele,Winnipeg,C,82,17,45,62,-4,22,7,15,22,0,1,1,1,0,1,0,189,9.0,127,15,55,0.58,74,11,0,0,0,0,0,0,18:06,2:30,2:06,69,73,1,7.39,
Brock Nelson,NY Islanders,C/LW,82,30,31,61,2,22,7,8,15,0,0,0,5,0,6,0,241,12.4,60,14,57,0.49,64,11,0,0,0,0,0,0,17:48,2:22,1:06,70,68,2,6.85,
Bryan Little,Winnipeg,C,82,26,34,60,-8,6,7,5,12,0,0,0,0,2,1,0,215,12.1,46,14,38,0.55,51,3,0,0,0,0,0,0,15:31,1:25,0:18,71,79,2,6.80,
Sean Monahan,Calgary,C,82,31,28,59,-1,56,10,5,15,1,0,1,3,1,3,0,185,16.8,120,24,54,0.59,81,28,0,0,0,0,0,0,18:54,2:00,4:00,64,65,4,7.15,
Marcus Sörensen,San Jose,LW/RW,70,30,29,59,42,6,1,2,3,0,0,0,2,1,5,0,218,13.8,38,14,4,0,38,3,0,0,0,0,0,0,13:52,1:08,0:00,84,42,2,7.70,
Andreas Athanasiou,St. Louis,C/LW/RW,86,27,32,59,15,16,8,10,18,1,0,1,3,0,2,0,271,10.0,92,21,34,0.45,66,8,0,0,0,0,0,0,16:05,1:39,1:49,61,46,4,7.52,
Melker Karlsson,San Jose,RW/C/LW,82,19,40,59,6,0,1,2,3,0,0,0,3,0,4,0,170,11.2,30,16,22,0.18,31,0,0,0,0,0,0,0,13:50,0:15,0:14,77,71,2,7.07,
Alex DeBrincat,Chicago,RW/LW,54,33,25,58,25,2,4,6,10,0,0,0,4,1,3,0,205,16.1,23,6,9,0.00,24,1,0,0,0,0,0,0,17:03,2:13,0:11,67,42,9,8.04,
Mikkel Bødker,Ottawa,LW/RW,82,27,31,58,-31,8,10,9,19,0,0,0,4,0,3,0,251,10.8,56,15,24,0.00,42,4,0,0,0,0,0,0,15:52,2:42,0:00,50,81,4,7.26,
Nolan Patrick,Philadelphia,C,70,25,33,58,25,28,2,5,7,0,1,1,3,1,5,0,153,16.3,92,11,12,0.53,28,14,0,0,0,0,0,0,14:49,1:03,0:02,79,54,0,7.20,
Jack Roslovic,Winnipeg,RW/C,82,25,33,58,0,30,5,3,8,0,0,0,3,1,2,0,164,15.2,46,9,54,0,38,10,0,1,0,0,0,0,15:18,0:57,0:00,76,76,3,7.39,
Tyler Toffoli,Los Angeles,RW,80,23,35,58,-33,12,6,5,11,0,0,0,2,1,1,0,246,9.3,96,22,38,0.00,50,6,0,0,0,0,0,0,16:11,2:03,1:17,55,88,2,7.29,
Taylor Hall,Chicago,LW,72,23,35,58,0,30,6,2,8,0,2,2,4,0,5,0,214,10.7,133,22,41,0.16,71,15,0,0,0,0,0,0,17:59,1:51,2:53,61,61,6,7.86,
Tyler Bozak,St. Louis,C,77,19,39,58,24,4,3,7,10,0,0,0,3,1,2,0,124,15.3,53,12,57,0.56,53,2,0,0,0,0,0,0,16:54,1:45,1:21,78,54,2,7.08,
Victor Hedman,Tampa Bay,LD,82,11,47,58,49,20,4,17,21,0,0,0,2,0,1,0,258,4.3,185,36,165,0,178,10,0,0,0,0,0,0,23:07,3:11,2:40,114,65,3,8.38,
Justin Williams,Columbus,RW,82,24,33,57,-3,8,5,4,9,0,0,0,3,1,3,0,196,12.2,36,27,41,0,41,4,0,0,0,0,0,0,14:19,1:04,0:00,70,73,2,7.26,
Drake Batherson,Belleville,C,82,20,37,57,-29,18,4,10,14,0,0,0,0,0,3,0,131,15.3,31,7,12,0.46,38,4,0,1,0,0,0,0,15:15,2:12,0:01,54,83,1,6.52,
Kris Letang,Pittsburgh,RD/LD,82,13,44,57,45,28,2,16,18,0,0,0,2,0,3,0,227,5.7,110,29,101,0,136,14,0,0,0,0,0,0,23:25,3:19,1:43,119,74,4,8.05,
Rasmus Dahlin,Buffalo,LD,82,6,51,57,44,8,3,14,17,0,1,1,1,0,0,0,198,3.0,42,28,70,0,139,4,0,0,0,0,0,0,25:35,3:02,1:04,134,90,2,7.84,
Kaapo Kakko,NY Rangers,RW,82,30,26,56,1,4,6,2,8,0,0,0,5,0,3,0,268,11.2,38,22,7,0,39,2,0,0,0,0,0,0,14:48,1:26,0:00,68,67,5,7.26,
Christian Dvorak,Arizona,LW/C,77,28,28,56,30,10,4,9,13,0,0,0,4,0,4,0,265,10.6,73,9,18,0.25,20,5,0,0,0,0,0,0,15:02,2:02,0:00,71,41,4,7.58,
Jesper Fast,NY Rangers,RW,82,27,29,56,15,8,0,0,0,0,0,0,1,0,4,0,187,14.4,46,19,63,0.00,81,4,0,0,0,0,0,0,14:41,0:00,1:49,67,52,2,7.38,
Richard Pánik,Washington,LW/RW,77,27,29,56,8,34,6,2,8,0,0,0,3,0,2,0,265,10.2,74,25,9,0.00,29,17,0,0,0,0,0,0,14:27,1:17,0:02,70,62,2,7.32,
Phillip Danault,Montreal,C,82,23,33,56,12,18,5,5,10,0,0,0,4,0,3,0,153,15.0,64,15,54,0.58,59,9,0,0,0,0,0,0,16:25,1:17,0:58,65,53,2,7.01,
Pavel Zacha,Los Angeles,C/LW,68,22,34,56,-32,14,4,3,7,0,0,0,0,0,3,0,139,15.8,86,9,19,0.29,32,7,0,0,0,0,0,0,13:58,1:04,0:18,52,84,2,7.38,
Tom Wilson,Washington,RW,80,20,36,56,25,67,0,0,0,0,0,0,3,0,3,0,123,16.3,112,19,97,0,50,21,1,2,0,0,1,1,13:01,0:00,0:08,75,50,2,7.50,
Paul Stastny,Winnipeg,C,78,17,39,56,4,34,5,6,11,1,2,3,0,1,1,0,132,12.9,77,17,30,0.66,78,17,0,0,0,0,0,0,17:18,1:24,2:17,62,58,2,7.06,
Adam Boqvist,Chicago,RD/LD,82,8,48,56,34,16,4,19,23,0,0,0,1,0,0,0,171,4.7,24,34,22,0,98,8,0,0,0,0,0,0,21:36,3:37,0:06,115,81,1,7.55,
Aaron Ekblad,Florida,RD/LD,82,5,51,56,14,20,1,7,8,0,0,0,2,0,0,0,187,2.7,96,49,219,0,142,5,0,1,0,0,0,0,26:35,1:30,0:57,121,107,3,7.40,
Anthony Mantha,Detroit,RW/LW,78,29,26,55,-11,32,6,4,10,0,0,0,3,0,1,0,261,11.1,253,29,31,0.13,91,16,0,0,0,0,0,0,20:37,1:34,4:03,60,71,2,7.37,
Jason Spezza,Toronto,RW/C/LW,82,27,28,55,-6,32,3,8,11,0,0,0,4,0,3,0,168,16.1,84,4,11,0.23,20,16,0,0,0,0,0,0,14:02,1:28,0:01,50,56,2,6.45,
Brady Tkachuk,Ottawa,LW,82,26,29,55,-13,16,1,2,3,0,0,0,1,1,3,0,149,17.4,70,12,36,0.23,42,8,0,0,0,0,0,0,15:09,0:19,0:54,64,77,3,7.16,
